Titration Data Only,,,,,,,,,,,,,,
Measure (normal) [1],,,,,,"Scope 1/1, Sample 1/19",,,,,,,,
Measured Values,,,"Scope 1/1, Sample 1/19",,,,,,,,,,,
,Time,,,Meas. value,,,,Temp.,,,dE,,,
,[s],,,[mV],,,,[°C],,,[mV],,,
,1,,,-24.8,,,,18.9,,,,,,
,2,,,-24.8,,,,18.9,,,0.0,,,
,3,,,-24.8,,,,18.9,,,0.0,,,
,4,,,-24.8,,,,18.9,,,0.0,,,
,5,,,-24.8,,,,18.9,,,0.0,,,
,6,,,-24.8,,,,18.9,,,0.0,,,
,7,,,-24.8,,,,18.9,,,0.0,,,
,8,,,-24.9,,,,18.9,,,-0.1,,,
,9,,,-24.9,,,,18.9,,,0.0,,,
Titration (EP) [1],,,,,,"Scope 1/1, Sample 1/19",,,,,,,,
Measured Values,,,"Scope 1/1, Sample 1/19",,,,,,,,,,,
,Time,V,,,Meas. value,,dV,,Temp.,dE,,,,EP
,[s],[mL],,,[mV],,[mL],,[°C],[mV],,,,
,24,0.1600,,,208.1,,0.0200,,20.2,1.5,,,72.63,
,27,0.1800,,,209.5,,0.0200,,20.2,1.4,,,68.63,
,30,0.2000,,,210.8,,0.0200,,20.2,1.3,,,65.63,
,33,0.2200,,,212.1,,0.0200,,20.2,1.3,,,63.20,
,36,0.2400,,,213.4,,0.0200,,20.2,1.3,,,60.99,
,39,0.2600,,,214.6,,0.0200,,20.2,1.2,,,59.01,
,42,0.2800,,,215.7,,0.0200,,20.2,1.1,,,56.51,
,45,0.3000,,,216.8,,0.0200,,20.2,1.1,,,53.49,
,48,0.3200,,,217.9,,0.0200,,20.2,1.1,,,50.70,
,51,0.3400,,,218.9,,0.0200,,20.2,1.0,,,48.71,
,54,0.3600,,,219.8,,0.0200,,20.2,0.9,,,46.72,
,57,0.3800,,,220.7,,0.0200,,20.2,0.9,,,44.70,
,60,0.4000,,,221.6,,0.0200,,20.2,0.9,,,43.49,
,64,0.4200,,,222.5,,0.0200,,20.2,0.9,,,42.21,
,66,0.4400,,,223.3,,0.0200,,20.2,0.8,,,40.99,
,70,0.4600,,,224.1,,0.0200,,20.2,0.8,,,39.80,
,72,0.4800,,,224.9,,0.0200,,20.2,0.8,,,38.21,
,76,0.5000,,,225.6,,0.0200,,20.2,0.7,,,36.99,
,78,0.5200,,,226.4,,0.0200,,20.2,0.8,,,35.51,
,82,0.5400,,,227.1,,0.0200,,20.2,0.7,,,34.20,
,84,0.5600,,,227.7,,0.0200,,20.2,0.6,,,33.23,
,88,0.5800,,,228.4,,0.0200,,20.2,0.7,,,32.49,
,91,0.6000,,,229.0,,0.0200,,20.2,0.6,,,31.41,
,94,0.6200,,,229.7,,0.0200,,20.2,0.7,,,31.79,
,97,0.6400,,,230.3,,0.0200,,20.2,0.6,,,31.51,
,100,0.6600,,,230.9,,0.0200,,20.2,0.6,,,31.00,
,103,0.6800,,,231.5,,0.0200,,20.2,0.6,,,30.58,
,106,0.7000,,,232.2,,0.0200,,20.2,0.7,,,29.49,
,109,0.7200,,,232.7,,0.0200,,20.2,0.5,,,28.50,
,112,0.7400,,,233.3,,0.0200,,20.2,0.6,,,27.01,
,115,0.7600,,,233.8,,0.0200,,20.2,0.5,,,25.41,
,118,0.7800,,,234.3,,0.0200,,20.2,0.5,,,25.21,
,121,0.8000,,,234.8,,0.0200,,20.2,0.5,,,25.51,
,124,0.8200,,,235.3,,0.0200,,20.2,0.5,,,25.20,
,127,0.8400,,,235.8,,0.0200,,20.2,0.5,,,25.58,
,130,0.8600,,,236.4,,0.0200,,20.2,0.6,,,25.30,
,133,0.8800,,,236.8,,0.0200,,20.2,0.4,,,24.50,
,136,0.9000,,,237.3,,0.0200,,20.2,0.5,,,23.01,
,139,0.9200,,,237.8,,0.0200,,20.2,0.5,,,21.98,
,142,0.9400,,,238.2,,0.0200,,20.2,0.4,,,21.44,
,145,0.9600,,,238.6,,0.0200,,20.2,0.4,,,21.50,
,148,0.9800,,,239.0,,0.0200,,20.2,0.4,,,20.99,
,151,1.0000,,,239.5,,0.0200,,20.2,0.5,,,21.00,
,154,1.0200,,,239.9,,0.0200,,20.2,0.4,,,21.00,
,157,1.0400,,,240.3,,0.0200,,20.2,0.4,,,20.51,
,160,1.0600,,,240.7,,0.0200,,20.2,0.4,,,20.29,
,163,1.0800,,,241.1,,0.0200,,20.2,0.4,,,19.71,
,166,1.1000,,,241.5,,0.0200,,20.2,0.4,,,19.49,
,169,1.1200,,,241.9,,0.0200,,20.2,0.4,,,19.29,
,172,1.1400,,,242.3,,0.0200,,20.2,0.4,,,18.72,
,175,1.1600,,,242.6,,0.0200,,20.2,0.3,,,,
,178,1.1800,,,243.0,,0.0200,,20.2,0.4,,,,
,181,1.2000,,,243.4,,0.0200,,20.2,0.4,,,,
,184,1.2200,,,243.7,,0.0200,,20.2,0.3,,,,
,187,1.2400,,,244.1,,0.0200,,20.2,0.4,,,,
Measure (normal) [1],,,,,,"Scope 1/1, Sample 4/19",,,,,,,,
Measured Values,,,"Scope 1/1, Sample 4/19",,,,,,,,,,,
,Time,,,Meas. value,,,,Temp.,,,dE,,,
,[s],,,[mV],,,,[°C],,,[mV],,,
,1,,,-55.0,,,,20.0,,,,,,
,2,,,-54.9,,,,20.0,,,0.1,,,
,3,,,-54.9,,,,20.0,,,0.0,,,
,4,,,-55.0,,,,20.0,,,-0.1,,,
,5,,,-55.0,,,,20.0,,,0.0,,,
,6,,,-55.0,,,,20.0,,,0.0,,,
,7,,,-55.0,,,,20.0,,,0.0,,,
,8,,,-55.0,,,,20.0,,,0.0,,,
,9,,,-55.0,,,,20.0,,,0.0,,,
,10,,,-55.0,,,,20.0,,,0.0,,,
Titration (EP) [1],,,,,,"Scope 1/1, Sample 4/19",,,,,,,,
Measured Values,,,"Scope 1/1, Sample 4/19",,,,,,,,,,,
,Time,V,,,Meas. value,,dV,,Temp.,dE,,,,EP
,[s],[mL],,,[mV],,[mL],,[°C],[mV],,,,
,0,0.0000,,,-55.0,,,,20.0,,,,,
,1,0.0010,,,-55.1,,0.0010,,20.0,-0.1,,,,
,2,0.0050,,,-55.0,,0.0040,,20.0,0.1,,,,
,3,0.0110,,,-54.8,,0.0060,,20.0,0.2,,,,
,4,0.0200,,,-54.0,,0.0090,,20.0,0.8,,,,
,5,0.0340,,,-52.2,,0.0140,,20.0,1.8,,,,
,6,0.0555,,,-49.2,,0.0215,,20.0,3.0,,,,
,7,0.0800,,,-44.0,,0.0245,,20.0,5.2,,,,
,8,0.1145,,,-36.5,,0.0345,,20.0,7.5,,,,
,9,0.1570,,,-27.0,,0.0425,,20.0,9.5,,,,
,10,0.2095,,,-15.9,,0.0525,,20.0,11.1,,,,
,11,0.2725,,,-4.2,,0.0630,,20.0,11.7,,,,
,12,0.3480,,,5.3,,0.0755,,20.0,9.5,,,,
,13,0.4265,,,15.3,,0.0785,,20.0,10.0,,,,
,14,0.5265,,,25.2,,0.1000,,20.0,9.9,,,,
,15,0.6395,,,39.5,,0.1130,,20.0,14.3,,,,
,16,0.7655,,,53.8,,0.1260,,20.0,14.3,,,,
,17,0.9030,,,71.1,,0.1375,,20.0,17.3,,,,
,18,1.0535,,,96.2,,0.1505,,20.0,25.1,,,,
,19,1.0685,,,107.0,,0.0150,,20.0,10.8,,,,
,20,1.0710,,,102.5,,0.0025,,20.0,-4.5,,,,
,21,1.0750,,,101.4,,0.0040,,20.0,-1.1,,,,
,22,1.0815,,,103.2,,0.0065,,20.0,1.8,,,,
,23,1.0910,,,106.1,,0.0095,,20.0,2.9,,,,
,24,1.1025,,,109.2,,0.0115,,20.0,3.1,,,,
,25,1.1195,,,113.7,,0.0170,,20.0,4.5,,,,
,26,1.1395,,,120.0,,0.0200,,20.0,6.3,,,,
,27,1.1615,,,127.1,,0.0220,,20.0,7.1,,,,
,28,1.1840,,,134.1,,0.0225,,20.0,7.0,,,,
,29,1.2050,,,142.4,,0.0210,,20.0,8.3,,,,
,30,1.2150,,,147.7,,0.0100,,20.0,5.3,,,,
,31,1.2220,,,151.8,,0.0070,,20.0,4.1,,,,
,32,1.2305,,,155.0,,0.0085,,20.0,3.2,,,,
,33,1.2400,,,159.1,,0.0095,,20.0,4.1,,,,
,34,1.2505,,,162.4,,0.0105,,20.0,3.3,,,,
,35,1.2615,,,165.9,,0.0110,,20.0,3.5,,,,
,36,1.2705,,,168.8,,0.0090,,20.0,2.9,,,,
,37,1.2780,,,171.2,,0.0075,,20.0,2.4,,,,
,38,1.2850,,,173.7,,0.0070,,20.0,2.5,,,,
,39,1.2910,,,175.4,,0.0060,,20.0,1.7,,,,
,40,1.2975,,,177.0,,0.0065,,20.0,1.6,,,,
,41,1.3045,,,178.5,,0.0070,,20.0,1.5,,,,
,42,1.3115,,,180.2,,0.0070,,20.0,1.7,,,,
,43,1.3175,,,181.4,,0.0060,,20.0,1.2,,,,
,44,1.3220,,,182.8,,0.0045,,20.0,1.4,,,,
,45,1.3255,,,183.6,,0.0035,,20.0,0.8,,,,
,46,1.3295,,,184.6,,0.0040,,20.0,1.0,,,,
,47,1.3335,,,185.1,,0.0040,,20.0,0.5,,,,
,48,1.3385,,,186.0,,0.0050,,20.0,0.9,,,,
,49,1.3425,,,186.7,,0.0040,,20.0,0.7,,,,
,50,1.3455,,,187.4,,0.0030,,20.0,0.7,,,,
,51,1.3480,,,187.9,,0.0025,,20.0,0.5,,,,
,52,1.3505,,,188.2,,0.0025,,20.0,0.3,,,,
,53,1.3530,,,188.7,,0.0025,,20.0,0.5,,,,
,54,1.3560,,,189.1,,0.0030,,20.0,0.4,,,,
,55,1.3580,,,189.5,,0.0020,,20.0,0.4,,,,
,56,1.3605,,,189.8,,0.0025,,20.0,0.3,,,,
,57,1.3630,,,190.2,,0.0025,,20.0,0.4,,,,
,58,1.3645,,,190.4,,0.0015,,20.0,0.2,,,,
,59,1.3670,,,190.8,,0.0025,,20.0,0.4,,,,
,60,1.3675,,,191.0,,0.0005,,20.0,0.2,,,,
,61,1.3685,,,191.3,,0.0010,,20.0,0.3,,,,
,62,1.3700,,,191.3,,0.0015,,20.0,0.0,,,,
,63,1.3720,,,191.6,,0.0020,,20.0,0.3,,,,
,64,1.3725,,,191.8,,0.0005,,20.0,0.2,,,,
,65,1.3735,,,191.9,,0.0010,,20.0,0.1,,,,
,,1.3745,,,192.0,,,,,,,,,EP
,66,1.3755,,,192.1,,0.0020,,20.0,0.2,,,,
,67,1.3755,,,192.2,,0.0000,,20.0,0.1,,,,
,68,1.3755,,,192.4,,0.0000,,20.0,0.2,,,,
,68,1.3755,,,192.4,,0.0000,,20.0,0.0,,,,
Titration (EQP) [2],,,,,,"Scope 1/1, Sample 4/19",,,,,,,,
Measured Values,,,"Scope 1/1, Sample 4/19",,,,,,,,,,,
,Time,V,,,Meas. value,,dV,,Temp.,dE,,,dE/dV,
,[s],[mL],,,[mV],,[mL],,[°C],[mV],,,[mV/mL],
,0,0.0000,,,192.8,,,,20.2,,,,,
,3,0.0200,,,194.9,,0.0200,,20.2,2.1,,,,
,6,0.0400,,,197.2,,0.0200,,20.2,2.3,,,,
,9,0.0600,,,199.4,,0.0200,,20.2,2.2,,,,
,12,0.0800,,,201.5,,0.0200,,20.2,2.1,,,,
,15,0.1000,,,203.4,,0.0200,,20.2,1.9,,,91.80,
,18,0.1200,,,205.1,,0.0200,,20.2,1.7,,,83.63,
,21,0.1400,,,206.7,,0.0200,,20.2,1.6,,,77.63,
,24,0.1600,,,208.2,,0.0200,,20.2,1.5,,,72.83,
,27,0.1800,,,209.6,,0.0200,,20.2,1.4,,,69.41,
,30,0.2000,,,211.0,,0.0200,,20.2,1.4,,,65.92,
,33,0.2200,,,212.3,,0.0200,,20.2,1.3,,,63.20,
,36,0.2400,,,213.5,,0.0200,,20.2,1.2,,,60.73,
,39,0.2600,,,214.7,,0.0200,,20.2,1.2,,,58.49,
,42,0.2800,,,215.8,,0.0200,,20.2,1.1,,,56.29,
,45,0.3000,,,217.0,,0.0200,,20.2,1.2,,,53.21,
,48,0.3200,,,218.0,,0.0200,,20.2,1.0,,,50.48,
,51,0.3400,,,219.0,,0.0200,,20.2,1.0,,,47.45,
,54,0.3600,,,219.9,,0.0200,,20.2,0.9,,,45.40,
,57,0.3800,,,220.7,,0.0200,,20.2,0.8,,,44.22,
,60,0.4000,,,221.7,,0.0200,,20.2,1.0,,,43.50,
,64,0.4200,,,222.5,,0.0200,,20.2,0.8,,,42.48,
,66,0.4400,,,223.4,,0.0200,,20.2,0.9,,,41.02,
,70,0.4600,,,224.2,,0.0200,,20.2,0.8,,,39.77,
,72,0.4800,,,224.9,,0.0200,,20.2,0.7,,,37.94,
,76,0.5000,,,225.7,,0.0200,,20.2,0.8,,,37.27,
,78,0.5200,,,226.4,,0.0200,,20.2,0.7,,,35.70,
,82,0.5400,,,227.2,,0.0200,,20.2,0.8,,,35.00,
,85,0.5600,,,227.8,,0.0200,,20.2,0.6,,,34.00,
,88,0.5800,,,228.5,,0.0200,,20.2,0.7,,,32.72,
,91,0.6000,,,229.1,,0.0200,,20.2,0.6,,,31.98,
,94,0.6200,,,229.8,,0.0200,,20.2,0.7,,,31.22,
,97,0.6400,,,230.4,,0.0200,,20.2,0.6,,,31.28,
,100,0.6600,,,231.0,,0.0200,,20.2,0.6,,,30.52,
,103,0.6800,,,231.6,,0.0200,,20.2,0.6,,,29.78,
,106,0.7000,,,232.2,,0.0200,,20.2,0.6,,,28.20,
,109,0.7200,,,232.8,,0.0200,,20.2,0.6,,,27.49,
,112,0.7400,,,233.3,,0.0200,,20.2,0.5,,,27.02,
,115,0.7600,,,233.8,,0.0200,,20.2,0.5,,,25.93,
,118,0.7800,,,234.3,,0.0200,,20.2,0.5,,,25.76,
,121,0.8000,,,234.9,,0.0200,,20.2,0.6,,,25.51,
,124,0.8200,,,235.4,,0.0200,,20.2,0.5,,,25.20,
,127,0.8400,,,235.8,,0.0200,,20.2,0.4,,,24.51,
,130,0.8600,,,236.4,,0.0200,,20.2,0.6,,,24.29,
,133,0.8800,,,236.8,,0.0200,,20.2,0.4,,,24.21,
,136,0.9000,,,237.3,,0.0200,,20.2,0.5,,,24.30,
,139,0.9200,,,237.8,,0.0200,,20.2,0.5,,,23.56,
,142,0.9400,,,238.3,,0.0200,,20.2,0.5,,,22.21,
,145,0.9600,,,238.7,,0.0200,,20.2,0.4,,,21.50,
,148,0.9800,,,239.1,,0.0200,,20.2,0.4,,,19.92,
,151,1.0000,,,239.5,,0.0200,,20.2,0.4,,,19.70,
,154,1.0200,,,239.9,,0.0200,,20.2,0.4,,,20.22,
,157,1.0400,,,240.3,,0.0200,,20.2,0.4,,,21.29,
,160,1.0600,,,240.7,,0.0200,,20.2,0.4,,,21.29,
,163,1.0800,,,241.2,,0.0200,,20.2,0.5,,,20.78,
,166,1.1000,,,241.6,,0.0200,,20.2,0.4,,,20.29,
,169,1.1200,,,242.0,,0.0200,,20.2,0.4,,,19.23,
,172,1.1400,,,242.3,,0.0200,,20.2,0.3,,,18.20,
,175,1.1600,,,242.7,,0.0200,,20.2,0.4,,,,
,178,1.1800,,,243.1,,0.0200,,20.2,0.4,,,,
,181,1.2000,,,243.4,,0.0200,,20.2,0.3,,,,
,184,1.2200,,,243.8,,0.0200,,20.2,0.4,,,,
,187,1.2400,,,244.2,,0.0200,,20.2,0.4,,,,
Measure (normal) [1],,,,,,"Scope 1/1, Sample 5/19",,,,,,,,
Measured Values,,,"Scope 1/1, Sample 5/19",,,,,,,,,,,
,Time,,,Meas. value,,,,Temp.,,,dE,,,
,[s],,,[mV],,,,[°C],,,[mV],,,
,1,,,-54.6,,,,19.9,,,,,,
,2,,,-54.6,,,,19.9,,,0.0,,,
,3,,,-54.6,,,,19.9,,,0.0,,,
,4,,,-54.6,,,,19.9,,,0.0,,,
,5,,,-54.6,,,,19.9,,,0.0,,,
,6,,,-54.6,,,,19.9,,,0.0,,,
,7,,,-54.6,,,,19.9,,,0.0,,,
,8,,,-54.6,,,,19.9,,,0.0,,,
,9,,,-54.7,,,,19.9,,,-0.1,,,
,10,,,-54.7,,,,19.9,,,0.0,,,
Titration (EP) [1],,,,,,"Scope 1/1, Sample 5/19",,,,,,,,
Measured Values,,,"Scope 1/1, Sample 5/19",,,,,,,,,,,
,Time,V,,,Meas. value,,dV,,Temp.,dE,,,,EP
,[s],[mL],,,[mV],,[mL],,[°C],[mV],,,,
,0,0.0000,,,-54.7,,,,19.9,,,,,
,1,0.0010,,,-54.7,,0.0010,,19.9,0.0,,,,
,2,0.0050,,,-54.7,,0.0040,,19.9,0.0,,,,
,3,0.0110,,,-54.4,,0.0060,,19.9,0.3,,,,
,4,0.0195,,,-53.4,,0.0085,,19.9,1.0,,,,
,5,0.0335,,,-51.5,,0.0140,,19.9,1.9,,,,
,6,0.0540,,,-47.7,,0.0205,,19.9,3.8,,,,
,7,0.0780,,,-42.4,,0.0240,,19.9,5.3,,,,
,8,0.1115,,,-33.4,,0.0335,,19.9,9.0,,,,
,9,0.1530,,,-22.5,,0.0415,,19.9,10.9,,,,
,10,0.2040,,,-10.0,,0.0510,,19.9,12.5,,,,
,11,0.2660,,,2.4,,0.0620,,19.9,12.4,,,,
,12,0.3400,,,15.9,,0.0740,,19.9,13.5,,,,
,13,0.4170,,,28.6,,0.0770,,19.9,12.7,,,,
,14,0.5155,,,41.7,,0.0985,,19.9,13.1,,,,
,15,0.6265,,,57.2,,0.1110,,19.9,15.5,,,,
,16,0.7510,,,76.6,,0.1245,,19.9,19.4,,,,
,17,0.8810,,,99.1,,0.1300,,19.9,22.5,,,,
,18,0.8880,,,103.7,,0.0070,,19.9,4.6,,,,
,19,0.8910,,,100.0,,0.0030,,19.9,-3.7,,,,
,20,0.8950,,,99.7,,0.0040,,19.9,-0.3,,,,
,21,0.9015,,,101.5,,0.0065,,19.9,1.8,,,,
,22,0.9115,,,104.0,,0.0100,,19.9,2.5,,,,
,23,0.9260,,,108.8,,0.0145,,19.9,4.8,,,,
,24,0.9435,,,115.6,,0.0175,,19.9,6.8,,,,
,25,0.9615,,,121.0,,0.0180,,19.9,5.4,,,,
,26,0.9825,,,128.8,,0.0210,,19.9,7.8,,,,
,27,1.0015,,,136.8,,0.0190,,19.9,8.0,,,,
,28,1.0130,,,142.1,,0.0115,,19.9,5.3,,,,
,29,1.0240,,,146.8,,0.0110,,19.9,4.7,,,,
,30,1.0360,,,152.8,,0.0120,,19.9,6.0,,,,
,31,1.0435,,,156.9,,0.0075,,19.9,4.1,,,,
,32,1.0500,,,160.3,,0.0065,,19.9,3.4,,,,
,33,1.0570,,,163.4,,0.0070,,19.9,3.1,,,,
,34,1.0650,,,166.3,,0.0080,,19.9,2.9,,,,
,35,1.0735,,,169.3,,0.0085,,19.9,3.0,,,,
,36,1.0810,,,172.1,,0.0075,,19.9,2.8,,,,
,37,1.0860,,,174.2,,0.0050,,19.9,2.1,,,,
,38,1.0905,,,175.9,,0.0045,,19.9,1.7,,,,
,39,1.0960,,,177.4,,0.0055,,19.9,1.5,,,,
,40,1.1015,,,178.8,,0.0055,,19.9,1.4,,,,
,41,1.1075,,,180.3,,0.0060,,19.9,1.5,,,,
,42,1.1135,,,181.8,,0.0060,,19.9,1.5,,,,
,43,1.1170,,,183.0,,0.0035,,19.9,1.2,,,,
,44,1.1195,,,184.0,,0.0025,,19.9,1.0,,,,
,45,1.1220,,,184.8,,0.0025,,19.9,0.8,,,,
,46,1.1250,,,185.4,,0.0030,,19.9,0.6,,,,
,47,1.1285,,,186.0,,0.0035,,19.9,0.6,,,,
,48,1.1325,,,186.8,,0.0040,,19.9,0.8,,,,
,49,1.1360,,,187.4,,0.0035,,19.9,0.6,,,,
,50,1.1385,,,188.1,,0.0025,,19.9,0.7,,,,
,51,1.1405,,,188.6,,0.0020,,19.9,0.5,,,,
,52,1.1430,,,189.0,,0.0025,,19.9,0.4,,,,
,53,1.1455,,,189.4,,0.0025,,19.9,0.4,,,,
,54,1.1480,,,189.9,,0.0025,,19.9,0.5,,,,
,55,1.1490,,,190.3,,0.0010,,19.9,0.4,,,,
,56,1.1500,,,190.5,,0.0010,,19.9,0.2,,,,
,57,1.1515,,,190.7,,0.0015,,19.9,0.2,,,,
,58,1.1535,,,191.1,,0.0020,,19.9,0.4,,,,
,59,1.1540,,,191.3,,0.0005,,19.9,0.2,,,,
,60,1.1555,,,191.5,,0.0015,,19.9,0.2,,,,
,61,1.1575,,,191.7,,0.0020,,19.9,0.2,,,,
,62,1.1575,,,192.0,,0.0000,,19.9,0.3,,,,
,,1.1575,,,192.0,,,,,,,,,EP
,63,1.1580,,,192.1,,0.0005,,19.9,0.1,,,,
,64,1.1580,,,192.2,,0.0000,,19.9,0.1,,,,
,65,1.1580,,,192.3,,0.0000,,19.9,0.1,,,,
,65,1.1580,,,192.3,,0.0000,,19.9,0.0,,,,
Titration (EQP) [2],,,,,,"Scope 1/1, Sample 5/19",,,,,,,,
Measured Values,,,"Scope 1/1, Sample 5/19",,,,,,,,,,,
,Time,V,,,Meas. value,,dV,,Temp.,dE,,,dE/dV,
,[s],[mL],,,[mV],,[mL],,[°C],[mV],,,[mV/mL],
,0,0.0000,,,192.6,,,,20.2,,,,,
,3,0.0200,,,195.1,,0.0200,,20.2,2.5,,,,
,6,0.0400,,,197.9,,0.0200,,20.2,2.8,,,,
,9,0.0600,,,200.4,,0.0200,,20.2,2.5,,,,
,12,0.0800,,,202.8,,0.0200,,20.2,2.4,,,,
,15,0.1000,,,205.0,,0.0200,,20.2,2.2,,,105.07,
,18,0.1200,,,207.0,,0.0200,,20.2,2.0,,,94.04,
,21,0.1400,,,208.8,,0.0200,,20.2,1.8,,,86.34,
,24,0.1600,,,210.4,,0.0200,,20.2,1.6,,,79.77,
,27,0.1800,,,211.9,,0.0200,,20.2,1.5,,,75.33,
,30,0.2000,,,213.4,,0.0200,,20.2,1.5,,,71.91,
,33,0.2200,,,214.9,,0.0200,,20.2,1.5,,,69.20,
,36,0.2400,,,216.2,,0.0200,,20.2,1.3,,,66.22,
,39,0.2600,,,217.5,,0.0200,,20.2,1.3,,,63.01,
,42,0.2800,,,218.7,,0.0200,,20.2,1.2,,,60.29,
,45,0.3000,,,219.9,,0.0200,,20.2,1.2,,,56.93,
,48,0.3200,,,221.0,,0.0200,,20.2,1.1,,,53.68,
,51,0.3400,,,222.1,,0.0200,,20.2,1.1,,,51.01,
,54,0.3600,,,223.1,,0.0200,,20.2,1.0,,,48.65,
,57,0.3800,,,223.9,,0.0200,,20.2,0.8,,,46.92,
,60,0.4000,,,224.9,,0.0200,,20.2,1.0,,,45.79,
,64,0.4200,,,225.9,,0.0200,,20.2,1.0,,,44.69,
,66,0.4400,,,226.7,,0.0200,,20.2,0.8,,,44.02,
,70,0.4600,,,227.6,,0.0200,,20.2,0.9,,,42.59,
,72,0.4800,,,228.4,,0.0200,,20.2,0.8,,,40.48,
,76,0.5000,,,229.2,,0.0200,,20.2,0.8,,,38.43,
,78,0.5200,,,230.0,,0.0200,,20.2,0.8,,,37.27,
,82,0.5400,,,230.7,,0.0200,,20.2,0.7,,,35.44,
,85,0.5600,,,231.4,,0.0200,,20.2,0.7,,,34.71,
,88,0.5800,,,232.0,,0.0200,,20.2,0.6,,,34.00,
,91,0.6000,,,232.8,,0.0200,,20.2,0.8,,,33.20,
,94,0.6200,,,233.4,,0.0200,,20.2,0.6,,,33.27,
,97,0.6400,,,234.1,,0.0200,,20.2,0.7,,,32.53,
,100,0.6600,,,234.7,,0.0200,,20.2,0.6,,,31.48,
,103,0.6800,,,235.3,,0.0200,,20.2,0.6,,,30.51,
,106,0.7000,,,236.0,,0.0200,,20.2,0.7,,,30.29,
,109,0.7200,,,236.5,,0.0200,,20.2,0.5,,,29.21,
,112,0.7400,,,237.1,,0.0200,,20.2,0.6,,,28.30,
,115,0.7600,,,237.7,,0.0200,,20.2,0.6,,,26.69,
,118,0.7800,,,238.2,,0.0200,,20.2,0.5,,,25.92,
,121,0.8000,,,238.7,,0.0200,,20.2,0.5,,,26.02,
,124,0.8200,,,239.2,,0.0200,,20.2,0.5,,,25.99,
,127,0.8400,,,239.7,,0.0200,,20.2,0.5,,,26.00,
,130,0.8600,,,240.3,,0.0200,,20.2,0.6,,,25.78,
,133,0.8800,,,240.8,,0.0200,,20.2,0.5,,,25.29,
,136,0.9000,,,241.3,,0.0200,,20.2,0.5,,,24.52,
,139,0.9200,,,241.7,,0.0200,,20.2,0.4,,,23.20,
,142,0.9400,,,242.2,,0.0200,,20.2,0.5,,,,
,145,0.9600,,,242.7,,0.0200,,20.2,0.5,,,,
,148,0.9800,,,243.1,,0.0200,,20.2,0.4,,,,
,151,1.0000,,,243.5,,0.0200,,20.2,0.4,,,,
,154,1.0200,,,244.0,,0.0200,,20.2,0.5,,,,
Measure (normal) [1],,,,,,"Scope 1/1, Sample 6/19",,,,,,,,
Measured Values,,,"Scope 1/1, Sample 6/19",,,,,,,,,,,
,Time,,,Meas. value,,,,Temp.,,,dE,,,
,[s],,,[mV],,,,[°C],,,[mV],,,
,1,,,-55.3,,,,19.9,,,,,,
,2,,,-55.2,,,,19.9,,,0.1,,,
,3,,,-55.3,,,,19.9,,,-0.1,,,
,4,,,-55.3,,,,19.9,,,0.0,,,
,5,,,-55.3,,,,19.9,,,0.0,,,
,6,,,-55.3,,,,19.9,,,0.0,,,
,7,,,-55.3,,,,19.9,,,0.0,,,
,8,,,-55.3,,,,19.9,,,0.0,,,
,9,,,-55.3,,,,19.9,,,0.0,,,
Titration (EP) [1],,,,,,"Scope 1/1, Sample 6/19",,,,,,,,
Measured Values,,,"Scope 1/1, Sample 6/19",,,,,,,,,,,
,Time,V,,,Meas. value,,dV,,Temp.,dE,,,,EP
,[s],[mL],,,[mV],,[mL],,[°C],[mV],,,,
,0,0.0000,,,-55.4,,,,19.9,,,,,
,1,0.0010,,,-55.4,,0.0010,,19.9,0.0,,,,
,2,0.0050,,,-55.3,,0.0040,,19.9,0.1,,,,
,3,0.0110,,,-55.0,,0.0060,,19.9,0.3,,,,
,4,0.0200,,,-54.0,,0.0090,,19.9,1.0,,,,
,5,0.0340,,,-51.9,,0.0140,,19.9,2.1,,,,
,6,0.0550,,,-48.1,,0.0210,,19.9,3.8,,,,
,7,0.0830,,,-42.0,,0.0280,,19.9,6.1,,,,
,8,0.1140,,,-32.2,,0.0310,,19.9,9.8,,,,
,9,0.1565,,,-20.3,,0.0425,,19.9,11.9,,,,
,10,0.2080,,,-5.9,,0.0515,,19.9,14.4,,,,
,11,0.2710,,,7.0,,0.0630,,19.9,12.9,,,,
,12,0.3465,,,17.6,,0.0755,,19.9,10.6,,,,
,13,0.4345,,,28.5,,0.0880,,19.9,10.9,,,,
,14,0.5245,,,46.8,,0.0900,,19.9,18.3,,,,
,15,0.6370,,,62.1,,0.1125,,19.9,15.3,,,,
,16,0.7620,,,78.0,,0.1250,,19.9,15.9,,,,
,17,0.8925,,,103.2,,0.1305,,19.9,25.2,,,,
,18,0.8985,,,114.5,,0.0060,,19.9,11.3,,,,
,19,0.9010,,,110.9,,0.0025,,19.9,-3.6,,,,
,20,0.9050,,,110.1,,0.0040,,19.9,-0.8,,,,
,21,0.9110,,,112.1,,0.0060,,19.9,2.0,,,,
,22,0.9195,,,115.2,,0.0085,,19.9,3.1,,,,
,23,0.9320,,,119.5,,0.0125,,19.9,4.3,,,,
,24,0.9475,,,125.6,,0.0155,,19.9,6.1,,,,
,25,0.9645,,,132.1,,0.0170,,19.9,6.5,,,,
,26,0.9805,,,139.0,,0.0160,,19.9,6.9,,,,
,27,0.9935,,,146.2,,0.0130,,19.9,7.2,,,,
,28,1.0005,,,151.3,,0.0070,,19.9,5.1,,,,
,29,1.0060,,,154.4,,0.0055,,19.9,3.1,,,,
