====================================================================================================================================
      Date     Time  Temp SpCond   Cond  Resist   TDS    Sal   Press   Depth    pH      pH   Chl   Chl Turbid+ ODOsat    ODO Battery
     y/m/d hh:mm:ss     C  uS/cm  uS/cm  Ohm*cm   g/L    ppt    psir  meters            mV  ug/L   RFU     NTU      %   mg/L   volts
------------------------------------------------------------------------------------------------------------------------------------
2019/12/25 10:43:14 12.22  45896  34694 28.8231 29.83  29.70   2.511   1.730  7.88   -69.4   2.2   0.5    11.9   92.4   8.22    12.4
2019/12/25 10:49:14 12.23  45927  34723 28.7996 29.85  29.72   2.482   1.710  7.88   -69.5   1.2   0.3    12.0   92.4   8.22    12.3
2019/12/25 10:55:14 12.21  45697  34529 28.9609 29.70  29.56   2.411   1.661  7.88   -69.2   1.5   0.3    14.5   92.1   8.21    12.4
2019/12/25 11:01:14 12.19  45577  34429 29.0455 29.63  29.47   2.406   1.658  7.88   -69.0   0.9   0.2    15.6   92.0   8.21    12.5
2019/12/25 11:07:14 12.20  45638  34484 28.9986 29.66  29.51   2.372   1.634  7.88   -69.0   1.9   0.4    18.6   92.1   8.21    12.5
2019/12/25 11:13:14 12.20  45614  34464 29.0159 29.65  29.50   2.328   1.604  7.88   -69.2   2.1   0.5    19.5   92.1   8.21    12.5
2019/12/25 11:19:14 12.17  45389  34268 29.1821 29.50  29.34   2.311   1.592  7.87   -68.9   2.3   0.5    19.5   91.9   8.21    12.5
2019/12/25 11:25:14 12.19  45542  34402 29.0678 29.60  29.45   2.301   1.586  7.88   -69.0   2.7   0.6    21.2   92.0   8.20    12.5
2019/12/25 11:31:14 12.16  45336  34219 29.2237 29.47  29.30   2.277   1.570  7.87   -68.8   2.5   0.6    20.1   92.0   8.22    12.5
2019/12/25 11:37:14 12.14  45234  34127 29.3024 29.40  29.22   2.247   1.548  7.88   -69.2   1.9   0.4    22.7   92.1   8.23    12.5
2019/12/25 11:43:14 12.15  45264  34156 29.2772 29.42  29.24   2.235   1.540  7.87   -68.8   2.0   0.5    24.7   91.9   8.21    12.4
2019/12/25 11:49:14 12.09  44822  33770 29.6125 29.13  28.93   2.233   1.539  7.87   -68.6   2.7   0.6    20.3   91.7   8.22    12.4
2019/12/25 11:55:14 12.13  45033  33961 29.4456 29.27  29.08   2.212   1.525  7.87   -68.4   2.1   0.5    21.3   91.6   8.20    12.5
2019/12/25 12:01:14 12.14  45070  34003 29.4092 29.30  29.11   2.215   1.526  7.87   -68.6   2.4   0.6    24.9   91.7   8.21    12.5
2019/12/25 12:07:14 12.13  44992  33929 29.4736 29.25  29.05   2.220   1.530  7.87   -68.6   1.8   0.4    20.9   91.7   8.21    12.7
2019/12/25 12:13:14 12.10  44859  33808 29.5791 29.16  28.95   2.206   1.521  7.87   -68.6   2.2   0.5    20.4   91.7   8.22    12.5
2019/12/25 12:19:15 12.14  45112  34035 29.3814 29.32  29.14   2.178   1.501  7.87   -68.6   2.8   0.6    20.8   91.7   8.20    12.3
2019/12/25 12:25:15 12.07  44624  33604 29.7588 29.01  28.78   2.162   1.490  7.87   -68.5   1.8   0.4    18.4   91.7   8.24    12.5
2019/12/25 12:31:14 12.01  44234  33259 30.0672 28.75  28.50   2.173   1.499  7.86   -68.4   1.5   0.3    16.8   91.8   8.27    12.3
2019/12/25 12:37:14 12.00  44119  33161 30.1558 28.68  28.42   2.179   1.503  7.86   -68.1   1.6   0.4    15.6   91.9   8.29    12.5
2019/12/25 12:43:14 11.93  43640  32746 30.5380 28.37  28.08   2.195   1.514  7.86   -68.2   2.2   0.5    18.3   91.7   8.30    12.5
2019/12/25 12:49:14 11.97  43834  32923 30.3740 28.49  28.22   2.201   1.518  7.86   -68.1   1.1   0.2    16.5   91.7   8.28    12.5
2019/12/25 12:55:14 11.85  42999  32201 31.0548 27.95  27.62   2.198   1.516  7.86   -68.0   1.5   0.4    16.2   91.8   8.34    12.5
2019/12/25 13:01:14 11.72  42053  31390 31.8571 27.33  26.94   2.205   1.522  7.86   -67.9   2.3   0.5    15.6   91.9   8.41    12.5
2019/12/25 13:07:14 11.66  41613  31010 32.2474 27.05  26.63   2.224   1.535  7.86   -67.7   2.0   0.5    14.7   92.0   8.45    12.4
2019/12/25 13:13:14 11.67  41632  31035 32.2220 27.06  26.64   2.223   1.535  7.85   -67.6   1.7   0.4    15.9   91.9   8.43    12.5
2019/12/25 13:19:14 11.70  41776  31161 32.0913 27.15  26.74   2.243   1.549  7.85   -67.5   1.7   0.4    17.0   91.7   8.41    12.4
2019/12/25 13:25:14 11.74  42127  31459 31.7869 27.38  27.00   2.253   1.555  7.85   -67.7   1.7   0.4    17.5   91.6   8.37    12.5
2019/12/25 13:31:14 11.71  41878  31245 32.0050 27.22  26.82   2.276   1.572  7.85   -67.6   1.4   0.3    16.9   91.7   8.40    12.5
2019/12/25 13:37:14 11.77  42362  31661 31.5850 27.54  27.16   2.304   1.590  7.85   -67.6   2.0   0.5    17.4   91.5   8.35    12.5
2019/12/25 13:43:14 11.81  42600  31868 31.3798 27.69  27.33   2.314   1.597  7.85   -67.4   1.4   0.3    17.8   91.4   8.33    12.5
2019/12/25 13:49:14 11.80  42563  31834 31.4130 27.67  27.31   2.363   1.631  7.85   -67.7   2.0   0.5    16.7   91.3   8.33    12.4
2019/12/25 13:55:14 11.77  42391  31683 31.5626 27.55  27.18   2.388   1.648  7.85   -67.6   1.0   0.2    14.8   91.5   8.35    12.4
2019/12/25 14:01:14 11.70  41908  31265 31.9850 27.24  26.84   2.433   1.680  7.85   -67.4   1.9   0.4    12.9   91.8   8.41    12.5
2019/12/25 14:07:14 11.53  40867  30353 32.9462 26.56  26.10   2.470   1.706  7.85   -67.4   2.0   0.4    11.8   92.2   8.52    12.4
2019/12/25 14:13:13 11.54  41001  30461 32.8284 26.65  26.19   2.506   1.731  7.85   -67.4   1.6   0.4    12.0   92.2   8.51    12.4
2019/12/25 14:19:14 11.53  40963  30424 32.8690 26.63  26.16   2.549   1.761  7.85   -67.4   1.8   0.4    11.5   92.2   8.52    12.5
2019/12/25 14:25:14 11.56  41178  30604 32.6755 26.77  26.32   2.587   1.787  7.85   -67.4   1.6   0.4    11.9   92.2   8.50    12.4
2019/12/25 14:31:14 11.54  41074  30515 32.7706 26.70  26.24   2.630   1.816  7.85   -67.4   2.2   0.5    12.0   92.2   8.50    12.4
2019/12/25 14:37:14 11.54  41043  30495 32.7927 26.68  26.22   2.677   1.849  7.85   -67.4   1.8   0.4    13.2   92.1   8.50    12.5
2019/12/25 14:43:14 11.58  41234  30665 32.6109 26.80  26.36   2.718   1.877  7.85   -67.4   1.7   0.4    13.4   92.1   8.48    12.5
2019/12/25 14:49:13 11.58  41380  30774 32.4945 26.90  26.46   2.765   1.909  7.85   -67.4   1.4   0.3    12.8   92.0   8.47    12.4
2019/12/25 14:55:14 11.57  41207  30639 32.6385 26.78  26.34   2.797   1.932  7.85   -67.5   1.6   0.4    12.5   92.0   8.48    12.5
2019/12/25 15:01:14 11.56  41133  30570 32.7115 26.74  26.29   2.844   1.964  7.85   -67.4   1.3   0.3    11.7   92.1   8.49    12.4
2019/12/25 15:07:14 11.55  41156  30581 32.7000 26.75  26.30   2.880   1.989  7.85   -67.4   1.7   0.4    11.3   92.1   8.50    12.5
2019/12/25 15:13:14 11.57  41297  30700 32.5731 26.84  26.40   2.939   2.030  7.85   -67.5   1.3   0.3    10.7   92.1   8.49    12.5
2019/12/25 15:19:14 11.56  41303  30704 32.5689 26.85  26.41   2.992   2.066  7.85   -67.5   0.9   0.2    10.4   92.1   8.48    12.4
2019/12/25 15:25:14 11.56  41228  30643 32.6338 26.80  26.35   3.033   2.095  7.85   -67.6   1.4   0.3    11.5   92.1   8.49    12.4
2019/12/25 15:31:14 11.55  41126  30558 32.7251 26.73  26.28   3.065   2.117  7.85   -67.6   1.4   0.3     9.3   92.2   8.51    12.5
2019/12/25 15:37:14 11.52  41015  30457 32.8331 26.66  26.20   3.125   2.158  7.85   -67.5   0.8   0.2     8.3   92.4   8.53    12.5
2019/12/25 15:43:14 11.52  41083  30508 32.7780 26.70  26.25   3.183   2.198  7.85   -67.4   1.6   0.4     8.4   92.3   8.53    12.5
2019/12/25 15:49:14 11.54  41136  30557 32.7256 26.74  26.29   3.215   2.221  7.85   -67.5   0.9   0.2     8.7   92.3   8.51    12.5
2019/12/25 15:55:14 11.64  41766  31109 32.1446 27.15  26.74   3.273   2.260  7.85   -67.5   1.4   0.3     9.7   92.0   8.45    12.4
2019/12/25 16:01:14 11.79  42945  32107 31.1454 27.91  27.58   3.317   2.289  7.86   -67.9   1.0   0.2    10.1   92.4   8.41    12.5
2019/12/25 16:07:15 12.03  44931  33801 29.5851 29.21  29.00   3.352   2.310  7.88   -69.0   1.1   0.3     9.1   92.6   8.31    12.5
2019/12/25 16:13:14 12.10  45524  34312 29.1447 29.59  29.43   3.401   2.344  7.88   -69.4   2.1   0.5     8.6   92.8   8.29    12.4
2019/12/25 16:19:13 12.12  45641  34413 29.0587 29.67  29.51   3.438   2.369  7.88   -69.4   1.5   0.3     9.0   92.7   8.27    12.4
2019/12/25 16:25:14 12.13  45740  34500 28.9855 29.73  29.59   3.487   2.403  7.88   -69.3   1.7   0.4     8.6   92.6   8.26    12.4
2019/12/25 16:31:14 12.16  45969  34696 28.8215 29.88  29.75   3.534   2.435  7.88   -69.5   1.7   0.4     8.9   92.8   8.26    12.5
2019/12/25 16:37:14 12.18  46101  34810 28.7277 29.97  29.85   3.579   2.465  7.89   -69.6   0.9   0.2     8.7   92.7   8.25    12.5
2019/12/25 16:43:14 12.18  46158  34859 28.6867 30.00  29.89   3.615   2.490  7.89   -69.6   1.3   0.3     8.7   92.7   8.25    12.4
2019/12/25 16:49:14 12.18  46106  34813 28.7245 29.97  29.85   3.639   2.507  7.89   -69.6   1.0   0.2     9.0   92.8   8.26    12.4
2019/12/25 16:55:14 12.18  46138  34838 28.7044 29.99  29.87   3.673   2.530  7.88   -69.5   1.2   0.3     7.6   92.8   8.26    12.5
2019/12/25 17:01:15 12.17  46080  34785 28.7479 29.95  29.83   3.725   2.566  7.89   -69.6   0.2   0.0     7.3   92.8   8.26    12.5
2019/12/25 17:07:14 12.15  45937  34662 28.8499 29.86  29.73   3.755   2.587  7.89   -69.6   1.6   0.4     7.9   92.8   8.27    12.4
2019/12/25 17:13:15 12.16  46020  34732 28.7915 29.91  29.79   3.790   2.611  7.89   -69.6   1.4   0.3     8.2   92.8   8.27    12.5
2019/12/25 17:19:14 12.14  45884  34612 28.8915 29.82  29.69   3.817   2.630  7.89   -69.5   0.0   0.0     7.5   92.8   8.27    12.5
2019/12/25 17:25:14 12.14  45837  34576 28.9216 29.79  29.65   3.850   2.653  7.88   -69.5   1.5   0.3     6.9   92.7   8.27    12.4
2019/12/25 17:31:14 12.16  45970  34696 28.8215 29.88  29.75   3.882   2.674  7.88   -69.4   1.1   0.3     8.2   92.7   8.26    12.4
2019/12/25 17:37:14 12.17  46024  34742 28.7834 29.92  29.79   3.917   2.698  7.89   -69.6   0.7   0.2     7.9   92.8   8.27    12.5
2019/12/25 17:43:14 12.20  46357  35026 28.5499 30.13  30.03   3.940   2.714  7.89   -69.8   1.6   0.4    10.6   92.8   8.25    12.4
2019/12/25 17:49:14 12.20  46356  35024 28.5515 30.13  30.03   3.972   2.736  7.89   -69.8   1.5   0.3     9.4   92.8   8.25    12.4
2019/12/25 17:55:14 12.09  45625  34374 29.0917 29.66  29.50   4.001   2.757  7.89   -69.6   0.9   0.2     7.7   92.9   8.30    12.4
2019/12/25 18:01:14 12.07  45470  34242 29.2037 29.56  29.39   4.025   2.774  7.89   -69.5   0.9   0.2     6.7   93.1   8.33    12.4
2019/12/25 18:07:14 12.09  45550  34314 29.1422 29.61  29.45   4.049   2.790  7.89   -69.5   1.5   0.3     6.8   93.0   8.31    12.5
2019/12/25 18:13:14 12.04  45262  34063 29.3578 29.42  29.24   4.049   2.791  7.88   -69.5   0.3   0.1     6.6   93.0   8.33    12.4
2019/12/25 18:19:14 12.05  45335  34125 29.3040 29.47  29.29   4.051   2.792  7.89   -69.5   1.6   0.4     5.7   93.1   8.34    12.4
2019/12/25 18:25:14 12.10  45657  34408 29.0628 29.68  29.52   4.048   2.789  7.89   -69.6   0.4   0.1     5.8   92.9   8.30    12.4
2019/12/25 18:31:14 12.12  45779  34519 28.9699 29.76  29.61   4.042   2.785  7.88   -69.4   1.1   0.2     6.5   92.7   8.27    12.5
2019/12/25 18:37:14 12.16  46018  34729 28.7940 29.91  29.79   4.055   2.794  7.89   -69.6   0.4   0.1     7.0   92.6   8.25    12.5
2019/12/25 18:43:14 12.20  46351  35021 28.5547 30.13  30.03   4.052   2.791  7.89   -69.8   1.4   0.3     7.9   92.6   8.23    12.5
2019/12/25 18:49:14 12.19  46276  34956 28.6073 30.08  29.97   4.032   2.777  7.89   -69.8   0.8   0.2     6.7   92.6   8.23    12.4
2019/12/25 18:55:14 12.21  46382  35048 28.5324 30.15  30.05   4.023   2.771  7.89   -69.8   0.5   0.1     7.2   92.6   8.22    12.5
2019/12/25 19:01:14 12.22  46515  35163 28.4389 30.23  30.14   4.002   2.756  7.89   -70.0   1.5   0.3     8.3   92.7   8.22    12.4
2019/12/25 19:07:14 12.23  46612  35247 28.3712 30.30  30.22   3.973   2.736  7.89   -70.1   0.7   0.2    11.8   92.8   8.23    12.5
2019/12/25 19:13:14 12.26  46772  35388 28.2584 30.40  30.33   3.973   2.736  7.90   -70.3   1.1   0.3     9.0   92.8   8.22    12.4
2019/12/25 19:19:14 12.28  46967  35560 28.1218 30.53  30.47   3.970   2.734  7.90   -70.4   1.4   0.3     8.5   93.1   8.23    12.4
2019/12/25 19:25:13 12.28  46944  35539 28.1381 30.51  30.46   3.935   2.710  7.90   -70.6   1.5   0.3     8.7   93.2   8.25    12.3
2019/12/25 19:31:14 12.28  46946  35540 28.1373 30.52  30.46   3.901   2.686  7.90   -70.5   1.5   0.4     8.3   93.2   8.24    12.4
2019/12/25 19:37:14 12.27  46913  35511 28.1605 30.49  30.43   3.862   2.659  7.90   -70.5   1.3   0.3     8.4   93.2   8.25    12.3
2019/12/25 19:43:14 12.28  46989  35576 28.1087 30.54  30.49   3.822   2.632  7.90   -70.4   0.6   0.1     7.9   93.2   8.25    12.5
2019/12/25 19:49:14 12.29  47014  35599 28.0910 30.56  30.51   3.786   2.607  7.90   -70.6   1.3   0.3     7.6   93.3   8.25    12.4
2019/12/25 19:55:14 12.29  47015  35600 28.0902 30.56  30.51   3.754   2.585  7.90   -70.6   1.5   0.3     7.6   93.2   8.24    12.5
2019/12/25 20:01:14 12.29  47047  35629 28.0671 30.58  30.53   3.714   2.557  7.90   -70.6   1.4   0.3     7.5   93.2   8.24    12.5
2019/12/25 20:07:14 12.31  47180  35746 27.9751 30.67  30.63   3.638   2.505  7.90   -70.6   0.5   0.1     7.9   93.3   8.24    12.4
2019/12/25 20:13:14 12.32  47204  35768 27.9583 30.68  30.65   3.587   2.469  7.91   -70.7   0.4   0.1     8.3   93.2   8.23    12.5
2019/12/25 20:19:14 12.32  47264  35820 27.9171 30.72  30.69   3.528   2.429  7.90   -70.7   1.1   0.3     8.6   93.2   8.23    12.5
2019/12/25 20:25:14 12.34  47360  35905 27.8511 30.78  30.76   3.441   2.369  7.91   -70.8   1.8   0.4     8.7   93.3   8.23    12.4
2019/12/25 20:31:14 12.33  47282  35837 27.9042 30.73  30.70   3.372   2.321  7.91   -70.7   1.1   0.3     7.5   93.3   8.24    12.4
2019/12/25 20:37:14 12.32  47212  35778 27.9499 30.69  30.65   3.309   2.278  7.90   -70.6   2.0   0.5     7.3   93.2   8.23    12.4
2019/12/25 20:43:14 12.30  47087  35667 28.0371 30.61  30.56   3.238   2.229  7.90   -70.3   1.1   0.3     8.4   93.1   8.23    12.5
2019/12/25 20:49:14 12.29  47019  35607 28.0840 30.56  30.51   3.164   2.179  7.90   -70.4   1.4   0.3    16.7   93.0   8.22    12.4
2019/12/25 20:55:14 12.28  46898  35503 28.1667 30.48  30.42   3.110   2.141  7.90   -70.3   1.8   0.4    20.2   92.9   8.22    12.4
2019/12/25 21:01:14 12.27  46815  35434 28.2218 30.43  30.36   3.027   2.085  7.90   -70.2   1.8   0.4    17.5   93.0   8.23    12.4
2019/12/25 21:07:14 12.27  46844  35458 28.2024 30.45  30.38   2.954   2.034  7.90   -70.2   1.1   0.3    19.4   92.9   8.23    12.5
2019/12/25 21:13:14 12.26  46766  35391 28.2561 30.40  30.33   2.883   1.985  7.89   -70.1   2.3   0.5    22.2   92.9   8.23    12.4
2019/12/25 21:19:14 12.25  46679  35314 28.3170 30.34  30.26   2.805   1.931  7.89   -69.9   1.7   0.4    24.2   92.7   8.22    12.4
2019/12/25 21:25:14 12.25  46659  35297 28.3311 30.33  30.25   2.714   1.869  7.89   -69.9   0.6   0.1    23.7   92.8   8.23    12.4
2019/12/25 21:31:14 12.24  46547  35202 28.4074 30.26  30.17   2.652   1.826  7.89   -69.6   2.0   0.5    28.6   92.6   8.22    12.4
2019/12/25 21:37:14 12.24  46517  35177 28.4279 30.24  30.15   2.571   1.771  7.89   -69.8   1.6   0.4    27.0   92.7   8.23    12.4
2019/12/25 21:43:13 12.23  46416  35092 28.4967 30.17  30.07   2.491   1.716  7.89   -69.7   1.6   0.4    25.7   92.7   8.23    12.5
2019/12/25 21:49:14 12.14  45725  34493 28.9912 29.72  29.57   2.412   1.662  7.89   -69.6   1.3   0.3    23.3   92.8   8.28    12.5
2019/12/25 21:55:14 12.10  45382  34202 29.2379 29.50  29.33   2.340   1.613  7.88   -69.4   2.1   0.5    33.2   92.7   8.29    12.5
2019/12/25 22:01:14 12.01  44581  33519 29.8342 28.98  28.75   2.252   1.552  7.88   -69.2   2.1   0.5    41.7   92.9   8.36    12.4
2019/12/25 22:07:14 11.93  44045  33052 30.2556 28.63  28.37   2.176   1.501  7.88   -69.1   3.9   0.9    31.7   93.1   8.41    12.5
2019/12/25 22:13:15 11.90  43739  32795 30.4925 28.43  28.15   2.097   1.446  7.88   -69.0   2.9   0.7    35.3   93.1   8.43    12.5
2019/12/25 22:19:14 11.64  41374  30815 32.4518 26.89  26.46   2.012   1.390  7.87   -68.3   2.5   0.6    34.6   93.6   8.60    12.4
2019/12/25 22:25:14 11.68  41555  30979 32.2794 27.01  26.59   1.951   1.347  7.86   -68.2   2.1   0.5    16.4   94.1   8.64    12.5
2019/12/25 22:31:14 11.80  42553  31821 31.4255 27.66  27.30   1.861   1.284  7.86   -68.3   1.7   0.4    16.5   93.4   8.52    12.5
2019/12/25 22:37:14 11.79  42645  31888 31.3601 27.72  27.36   1.795   1.239  7.87   -68.4   1.8   0.4    21.3   93.2   8.49    12.4
2019/12/25 22:43:14 11.83  42960  32150 31.1038 27.92  27.59   1.736   1.198  7.87   -68.4   1.8   0.4    20.0   93.1   8.46    12.4
2019/12/25 22:49:14 11.80  42637  31885 31.3625 27.71  27.36   1.651   1.140  7.86   -68.2   2.0   0.5    19.7   93.1   8.48    12.5
2019/12/25 22:55:14 11.77  42302  31611 31.6347 27.50  27.12   1.584   1.093  7.86   -68.1   2.3   0.5    18.6   92.9   8.49    12.4
2019/12/25 23:01:14 11.76  42229  31552 31.6940 27.45  27.07   1.541   1.064  7.86   -68.0   2.7   0.6    21.4   92.9   8.49    12.5
2019/12/25 23:07:14 11.74  42049  31403 31.8443 27.33  26.94   1.476   1.019  7.86   -67.9   1.6   0.4    22.7   92.9   8.49    12.4
2019/12/25 23:13:14 11.75  42145  31483 31.7633 27.39  27.01   1.415   0.977  7.86   -67.9   2.6   0.6    25.0   92.8   8.48    12.5
2019/12/25 23:19:14 11.76  42189  31517 31.7288 27.42  27.04   1.346   0.929  7.86   -67.8   1.8   0.4    24.5   92.7   8.48    12.4
2019/12/25 23:25:14 11.75  42146  31481 31.7647 27.39  27.01   1.280   0.884  7.86   -67.8   2.3   0.5    27.7   92.7   8.48    12.4
2019/12/25 23:31:14 11.74  42091  31433 31.8136 27.36  26.97   1.251   0.864  7.86   -67.8   2.7   0.6    25.6   92.7   8.48    12.4
2019/12/25 23:37:14 11.71  41839  31217 32.0335 27.20  26.79   1.185   0.818  7.85   -67.6   2.6   0.6    23.4   92.7   8.49    12.4
2019/12/25 23:43:14 11.69  41671  31074 32.1810 27.09  26.67   1.125   0.777  7.85   -67.5   2.6   0.6    25.2   92.6   8.50    12.4
2019/12/25 23:49:14 11.68  41671  31070 32.1856 27.09  26.67   1.073   0.741  7.85   -67.4   1.7   0.4    26.9   92.5   8.49    12.4
2019/12/25 23:55:14 11.65  41498  30921 32.3406 26.97  26.55   1.026   0.708  7.85   -67.5   2.2   0.5    28.0   92.5   8.50    12.5
2019/12/26 00:01:14 11.63  41319  30771 32.4981 26.86  26.42   0.970   0.670  7.85   -67.4   2.2   0.5    29.8   92.5   8.51    12.4
2019/12/26 00:07:14 11.62  41227  30692 32.5819 26.80  26.35   0.930   0.642  7.85   -67.3   2.1   0.5    28.3   92.5   8.51    12.4
2019/12/26 00:13:14 11.63  41286  30744 32.5265 26.84  26.40   0.882   0.609  7.85   -67.3   2.3   0.5    32.5   92.4   8.51    12.4
2019/12/26 00:19:14 11.65  41426  30865 32.3994 26.93  26.50   0.839   0.579  7.85   -67.3   2.9   0.7    34.9   92.3   8.48    12.5
2019/12/26 00:25:14 11.65  41459  30889 32.3738 26.95  26.52   0.794   0.548  7.85   -67.3   2.1   0.5    35.8   92.2   8.48    12.5
2019/12/26 00:31:14 11.65  41457  30884 32.3789 26.95  26.52   0.757   0.522  7.85   -67.3   3.0   0.7    38.8   92.1   8.47    12.5
2019/12/26 00:37:14 11.59  41036  30529 32.7559 26.67  26.22   0.724   0.500  7.85   -67.2   2.8   0.6    32.1   92.3   8.51    12.5
2019/12/26 00:43:14 11.57  40797  30334 32.9663 26.52  26.05   0.693   0.479  7.84   -67.1   2.7   0.6    30.4   92.4   8.53    12.5
2019/12/26 00:49:14 11.56  40570  30152 33.1655 26.37  25.89   0.677   0.468  7.84   -66.8   2.5   0.6    28.8   92.5   8.55    12.4
2019/12/26 00:55:14 11.56  40570  30154 33.1628 26.37  25.89   0.638   0.441  7.84   -67.1   2.3   0.5    31.8   92.5   8.55    12.4
2019/12/26 01:01:13 11.54  40385  29999 33.3350 26.25  25.76   0.615   0.425  7.84   -67.0   1.7   0.4    28.1   92.6   8.57    12.4
2019/12/26 01:07:14 11.51  40162  29815 33.5397 26.11  25.60   0.601   0.415  7.84   -67.0   1.4   0.3    24.3   92.6   8.59    12.4
2019/12/26 01:13:14 11.51  40276  29901 33.4433 26.18  25.68   0.588   0.406  7.84   -67.0   2.4   0.5    30.4   92.6   8.58    12.5
2019/12/26 01:19:14 11.49  40092  29748 33.6162 26.06  25.55   0.580   0.401  7.84   -67.0   2.4   0.5    27.4   92.7   8.60    12.4
2019/12/26 01:25:14 11.48  40042  29700 33.6698 26.03  25.51   0.571   0.395  7.84   -66.9   2.1   0.5    29.5   92.7   8.61    12.5
2019/12/26 01:31:14 11.46  39908  29587 33.7982 25.94  25.42   0.575   0.398  7.84   -66.8   2.7   0.6    28.3   92.7   8.61    12.4
2019/12/26 01:37:14 11.45  39798  29499 33.8994 25.87  25.34   0.577   0.399  7.84   -66.8   2.4   0.6    28.8   92.8   8.63    12.7
2019/12/26 01:43:14 11.44  39751  29458 33.9466 25.84  25.31   0.563   0.389  7.84   -66.8   2.4   0.5    29.6   92.8   8.63    12.5
2019/12/26 01:49:13 11.44  39716  29430 33.9787 25.82  25.28   0.547   0.378  7.84   -66.8   2.1   0.5    32.2   92.8   8.64    12.4
2019/12/26 01:55:13 11.41  39587  29313 34.1151 25.73  25.19   0.537   0.371  7.84   -66.7   1.8   0.4    27.2   92.8   8.65    12.4
2019/12/26 02:01:14 11.47  39497  29292 34.1390 25.67  25.13   0.566   0.391  7.84   -66.7   2.1   0.5    44.9   92.3   8.59    12.5
2019/12/26 02:07:13 11.46  39166  29040 34.4352 25.46  24.90   0.555   0.384  7.83   -66.5   2.7   0.6    49.9   92.2   8.60    12.4
2019/12/26 02:13:14 11.46  39027  28935 34.5601 25.37  24.80   0.575   0.397  7.83   -66.3   2.1   0.5    54.3   92.1   8.59    12.4
2019/12/26 02:19:14 11.44  38979  28880 34.6256 25.34  24.77   0.626   0.433  7.83   -66.3   2.5   0.6    51.0   92.1   8.60    12.4
2019/12/26 02:25:14 11.42  38884  28801 34.7207 25.27  24.70   0.605   0.418  7.83   -66.3   2.2   0.5    53.1   92.1   8.61    12.5
2019/12/26 02:31:14 11.41  38363  28405 35.2047 24.94  24.34   0.644   0.446  7.83   -66.2   3.3   0.8    52.6   92.1   8.63    12.5
2019/12/26 02:37:14 11.40  38239  28309 35.3250 24.86  24.25   0.682   0.472  7.83   -66.2   3.5   0.8    53.8   92.1   8.63    12.3
2019/12/26 02:43:14 11.40  38215  28288 35.3512 24.84  24.23   0.615   0.426  7.83   -66.2   2.5   0.6    52.4   92.1   8.64    12.5
2019/12/26 02:49:14 11.39  38166  28248 35.4013 24.81  24.20   0.802   0.555  7.83   -66.2   3.4   0.8    53.1   92.2   8.65    12.4
2019/12/26 02:55:13 11.38  38116  28198 35.4638 24.78  24.16   0.775   0.536  7.83   -66.2   3.9   0.9    55.1   92.2   8.65    12.4
2019/12/26 03:01:14 11.37  37983  28092 35.5970 24.69  24.07   0.823   0.570  7.83   -66.1   2.6   0.6    54.9   92.2   8.66    12.5
2019/12/26 03:07:14 11.36  37823  27968 35.7548 24.59  23.96   0.902   0.624  7.83   -66.1   2.6   0.6    52.5   92.2   8.67    12.5
2019/12/26 03:13:14 11.36  37737  27902 35.8393 24.53  23.90   0.826   0.571  7.83   -66.1   2.6   0.6    53.6   92.3   8.68    12.4
2019/12/26 03:19:14 11.35  37661  27840 35.9191 24.48  23.84   0.716   0.495  7.83   -66.1   2.4   0.6    51.2   92.4   8.69    12.4
2019/12/26 03:25:14 11.35  37531  27750 36.0367 24.40  23.75   1.009   0.699  7.83   -66.0   3.0   0.7    45.4   92.4   8.70    12.4
2019/12/26 03:31:14 11.36  37463  27704 36.0964 24.35  23.71   1.056   0.731  7.83   -66.0   2.5   0.6    44.8   92.3   8.69    12.5
2019/12/26 03:37:13 11.36  37393  27650 36.1665 24.31  23.66   1.036   0.717  7.83   -66.0   2.5   0.6    42.5   92.3   8.69    12.4
2019/12/26 03:43:14 11.36  37404  27657 36.1569 24.31  23.67   1.287   0.891  7.83   -66.0   2.7   0.6    43.7   92.3   8.69    12.4
2019/12/26 03:49:14 11.36  37413  27664 36.1480 24.32  23.67   1.055   0.730  7.82   -66.0   2.3   0.5    42.8   92.2   8.68    12.5
2019/12/26 03:55:13 11.36  37410  27662 36.1505 24.32  23.67   0.767   0.531  7.82   -65.9   2.4   0.6    43.2   92.2   8.68    12.4
2019/12/26 04:01:14 11.36  37420  27672 36.1378 24.32  23.68   1.512   1.047  7.82   -65.9   2.3   0.5    44.3   92.1   8.67    12.5
2019/12/26 04:07:14 11.35  37411  27658 36.1563 24.32  23.67   1.367   0.946  7.82   -65.9   2.9   0.7    45.4   92.3   8.69    12.5
2019/12/26 04:13:14 11.33  37354  27603 36.2285 24.28  23.63   1.374   0.951  7.83   -66.0   2.6   0.6    32.9   92.3   8.70    12.3
2019/12/26 04:19:14 11.34  37369  27616 36.2113 24.29  23.64   1.501   1.039  7.83   -66.0   1.9   0.4    34.5   92.4   8.71    12.5
2019/12/26 04:25:14 11.34  37350  27602 36.2298 24.28  23.63   1.861   1.288  7.82   -65.7   2.7   0.6    32.8   92.3   8.70    12.4
2019/12/26 04:31:14 11.34  37329  27587 36.2484 24.26  23.61   1.466   1.015  7.82   -65.7   2.6   0.6    32.1   92.3   8.70    12.5
