============================================================================================================================
      Date     Time  Temp SpCond   Cond  Resist   TDS    Sal   Depth    pH      pH   Chl   Chl Turbid+ ODOsat    ODO Battery
     y/m/d hh:mm:ss     C  uS/cm  uS/cm  Ohm*cm   g/L    ppt  meters            mV  ug/L   RFU     NTU      %   mg/L   volts
----------------------------------------------------------------------------------------------------------------------------
2019/11/28 16:49:14 12.22  44210  33419 29.9231 28.74  28.49   1.940  7.82   -65.6   0.0   0.0     8.3   88.1   7.90    12.4
2019/11/28 16:55:14 12.21  44129  33352 29.9836 28.68  28.44   1.947  7.82   -65.7  -0.5  -0.1     7.5   88.4   7.93    12.5
2019/11/28 17:01:14 12.22  44142  33366 29.9704 28.69  28.45   1.954  7.82   -65.6  -0.5  -0.1     7.3   88.4   7.93    12.4
2019/11/28 17:07:14 12.23  44118  33354 29.9810 28.68  28.43   1.961  7.82   -65.7  -0.3  -0.1     7.1   88.3   7.92    12.5
2019/11/28 17:13:14 12.24  44116  33363 29.9731 28.68  28.43   1.968  7.82   -65.7  -0.1   0.0     7.2   88.3   7.92    12.5
2019/11/28 17:19:14 12.25  44095  33354 29.9818 28.66  28.41   1.975  7.82   -65.7  -1.1  -0.2     6.6   88.4   7.93    12.4
2019/11/28 17:25:14 12.25  44092  33352 29.9836 28.66  28.41   1.983  7.82   -65.4  -1.5  -0.3     6.5   88.4   7.92    12.4
2019/11/28 17:31:14 12.25  44097  33356 29.9792 28.66  28.41   1.991  7.82   -65.7  -1.1  -0.2     6.9   88.2   7.91    12.4
2019/11/28 17:37:14 12.26  44173  33427 29.9162 28.71  28.47   2.000  7.82   -65.4  -0.2   0.0     7.6   88.1   7.89    12.4
2019/11/28 17:43:14 12.28  44375  33596 29.7657 28.84  28.61   2.008  7.82   -65.7   0.2   0.1     7.7   87.8   7.85    12.4
2019/11/28 17:49:14 12.36  45456  34479 29.0027 29.55  29.39   2.014  7.83   -66.0   0.0   0.0     9.5   87.3   7.77    12.5
2019/11/28 17:55:14 12.41  46778  35526 28.1481 30.41  30.34   2.022  7.84   -66.5   0.4   0.1     9.2   87.4   7.72    12.6
2019/11/28 18:01:14 12.40  47308  35922 27.8382 30.75  30.72   2.030  7.84   -66.8  -0.3  -0.1     7.9   87.1   7.68    12.5
2019/11/28 18:07:13 12.40  47444  36030 27.7544 30.84  30.82   2.041  7.84   -66.8  -0.7  -0.2     7.0   86.9   7.65    12.4
2019/11/28 18:13:13 12.41  47488  36070 27.7236 30.87  30.85   2.051  7.84   -66.8   0.5   0.1     7.4   86.8   7.64    12.4
2019/11/28 18:19:14 12.41  47621  36172 27.6458 30.95  30.95   2.062  7.84   -66.7   0.7   0.2     9.8   86.6   7.61    12.5
2019/11/28 18:25:14 12.41  47710  36239 27.5944 31.01  31.02   2.073  7.84   -66.8  -0.3  -0.1     8.6   86.6   7.61    12.5
2019/11/28 18:31:14 12.42  47747  36271 27.5706 31.04  31.04   2.084  7.84   -66.8   0.3   0.1     9.0   86.6   7.61    12.5
2019/11/28 18:37:14 12.42  47747  36271 27.5706 31.04  31.04   2.095  7.84   -66.8  -0.3  -0.1     8.1   86.4   7.60    12.4
2019/11/28 18:43:14 12.41  47462  36046 27.7424 30.85  30.84   2.107  7.84   -66.8  -0.5  -0.1     8.0   86.9   7.65    12.4
2019/11/28 18:49:14 12.40  47438  36025 27.7582 30.83  30.82   2.118  7.84   -67.0  -0.6  -0.1     6.8   87.1   7.67    12.3
2019/11/28 18:55:14 12.40  47335  35941 27.8231 30.77  30.74   2.129  7.84   -66.8  -0.5  -0.1     7.2   87.2   7.68    12.5
2019/11/28 19:01:13 12.40  47443  36027 27.7567 30.84  30.82   2.139  7.84   -66.8  -0.2   0.0     6.9   87.0   7.66    12.4
2019/11/28 19:07:14 12.41  47516  36088 27.7101 30.89  30.87   2.149  7.84   -66.9   0.0   0.0     7.8   87.2   7.67    12.3
2019/11/28 19:13:13 12.42  47676  36221 27.6085 30.99  30.99   2.159  7.84   -67.0  -0.4  -0.1     9.5   86.9   7.64    12.4
2019/11/28 19:19:13 12.43  47793  36320 27.5328 31.07  31.08   2.169  7.84   -67.0   1.1   0.2    10.2   87.0   7.64    12.4
2019/11/28 19:25:14 12.43  47877  36380 27.4877 31.12  31.14   2.180  7.84   -67.0   0.4   0.1    12.6   86.8   7.62    12.4
2019/11/28 19:31:14 12.43  47929  36418 27.4590 31.15  31.17   2.190  7.84   -67.0   0.0   0.0    11.9   86.8   7.62    12.4
2019/11/28 19:37:14 12.42  47944  36427 27.4523 31.16  31.18   2.201  7.85   -67.1   0.1   0.0    13.1   86.7   7.61    12.4
2019/11/28 19:43:14 12.42  48019  36480 27.4119 31.21  31.24   2.211  7.85   -67.6   0.2   0.0    14.2   86.4   7.58    12.4
2019/11/28 19:49:13 12.43  47640  36198 27.6256 30.97  30.96   2.222  7.84   -67.0  -0.4  -0.1     8.1   87.1   7.66    12.4
2019/11/28 19:55:13 12.40  47190  35837 27.9042 30.67  30.64   2.233  7.84   -67.0   0.4   0.1     8.2   87.3   7.70    12.4
2019/11/28 20:01:14 12.40  47248  35882 27.8693 30.71  30.68   2.241  7.84   -67.0   0.0   0.0     7.3   87.3   7.69    12.4
2019/11/28 20:07:14 12.41  47404  36007 27.7725 30.81  30.79   2.250  7.84   -66.9  -0.1   0.0     6.1   87.0   7.66    12.5
2019/11/28 20:13:14 12.41  47405  36008 27.7717 30.81  30.80   2.260  7.84   -66.7   0.2   0.0     6.2   87.1   7.67    12.5
2019/11/28 20:19:14 12.42  47615  36171 27.6465 30.95  30.95   2.268  7.84   -67.0   0.1   0.0     7.1   87.7   7.71    12.4
2019/11/28 20:25:13 12.42  47666  36211 27.6160 30.98  30.98   2.276  7.84   -67.0   0.4   0.1     5.2   86.9   7.64    12.4
2019/11/28 20:31:14 12.42  47692  36231 27.6003 31.00  31.00   2.285  7.84   -66.8  -0.7  -0.2     6.4   86.3   7.59    12.3
2019/11/28 20:37:14 12.42  47717  36252 27.5847 31.02  31.02   2.292  7.84   -66.7  -1.0  -0.2     5.7   85.9   7.55    12.5
2019/11/28 20:43:14 12.42  47836  36342 27.5165 31.09  31.11   2.299  7.84   -66.8  -0.1   0.0     7.1   86.3   7.59    12.4
2019/11/28 20:49:14 12.42  47861  36359 27.5032 31.11  31.12   2.306  7.84   -66.8  -0.8  -0.2     6.7   86.1   7.57    12.5
2019/11/28 20:55:14 12.41  47871  36364 27.4995 31.12  31.13   2.312  7.84   -66.7  -1.2  -0.3     4.8   85.9   7.55    12.5
2019/11/28 21:01:14 12.41  47831  36330 27.5254 31.09  31.10   2.317  7.84   -67.0   1.2   0.3     5.9   86.7   7.62    12.4
2019/11/28 21:07:14 12.41  47894  36374 27.4921 31.13  31.15   2.322  7.85   -67.1  -0.4  -0.1     5.4   86.7   7.62    12.4
2019/11/28 21:13:14 12.40  47943  36404 27.4693 31.16  31.18   2.326  7.85   -67.1  -0.6  -0.1     5.1   86.4   7.59    12.5
2019/11/28 21:19:14 12.39  48034  36464 27.4244 31.22  31.25   2.330  7.84   -66.9  -0.8  -0.2     6.5   86.5   7.60    12.4
2019/11/28 21:25:14 12.38  48095  36503 27.3951 31.26  31.29   2.332  7.85   -67.3  -0.1   0.0     5.7   86.9   7.63    12.5
2019/11/28 21:31:14 12.37  48165  36547 27.3621 31.31  31.34   2.335  7.85   -67.4  -0.7  -0.2     6.1   86.7   7.62    12.4
2019/11/28 21:37:14 12.37  48176  36552 27.3585 31.31  31.35   2.336  7.85   -67.5  -0.2  -0.1     6.1   87.0   7.64    12.4
2019/11/28 21:43:14 12.36  48211  36575 27.3409 31.34  31.38   2.337  7.85   -67.6  -0.6  -0.1     6.8   87.1   7.65    12.5
2019/11/28 21:49:14 12.36  48272  36615 27.3110 31.38  31.42   2.337  7.85   -67.5   0.4   0.1     5.0   87.2   7.65    12.4
2019/11/28 21:55:13 12.36  48251  36603 27.3205 31.36  31.40   2.337  7.85   -67.5   0.0   0.0     6.7   87.0   7.64    12.6
2019/11/28 22:01:14 12.36  48255  36606 27.3176 31.37  31.41   2.336  7.85   -67.4  -0.7  -0.2     7.8   86.8   7.62    12.4
2019/11/28 22:07:14 12.36  48271  36613 27.3125 31.38  31.42   2.335  7.85   -67.4  -0.1   0.0     6.8   86.9   7.63    12.4
2019/11/28 22:13:14 12.36  48202  36562 27.3512 31.33  31.37   2.333  7.85   -67.4  -0.2  -0.1     5.9   87.1   7.65    12.4
2019/11/28 22:19:14 12.35  48206  36563 27.3504 31.33  31.37   2.331  7.84   -67.0   0.1   0.0     6.2   86.8   7.63    12.4
2019/11/28 22:25:14 12.37  48133  36523 27.3797 31.29  31.32   2.327  7.85   -67.2  -0.8  -0.2     6.8   86.8   7.62    12.4
2019/11/28 22:31:14 12.39  47986  36430 27.4501 31.19  31.21   2.323  7.84   -67.0  -0.5  -0.1     8.1   86.6   7.61    12.4
2019/11/28 22:37:14 12.39  47856  36331 27.5247 31.11  31.12   2.319  7.84   -66.9  -0.1   0.0    13.2   86.2   7.58    12.4
2019/11/28 22:43:14 12.39  47779  36268 27.5728 31.06  31.06   2.315  7.85   -67.4  -0.3  -0.1    21.3   86.4   7.60    12.4
2019/11/28 22:49:14 12.39  47640  36164 27.6518 30.97  30.96   2.310  7.84   -66.7   1.7   0.4    38.9   86.5   7.61    12.5
2019/11/28 22:55:14 12.38  47462  36023 27.7597 30.85  30.83   2.305  7.84   -66.7   0.4   0.1    31.0   86.9   7.65    12.5
2019/11/28 23:01:14 12.38  47386  35962 27.8072 30.80  30.78   2.298  7.84   -66.8   0.2   0.0    22.4   87.2   7.68    12.4
2019/11/28 23:07:14 12.37  47142  35768 27.9583 30.64  30.60   2.294  7.84   -66.7   0.5   0.1    24.1   87.7   7.73    12.4
2019/11/28 23:13:14 12.33  46873  35531 28.1442 30.47  30.41   2.288  7.84   -66.7   0.8   0.2    28.6   88.0   7.78    12.3
2019/11/28 23:19:14 12.30  46628  35318 28.3139 30.31  30.23   2.283  7.84   -66.5   1.1   0.3    25.8   88.3   7.82    12.4
2019/11/28 23:25:14 12.29  46414  35144 28.4547 30.17  30.08   2.276  7.84   -66.5   0.7   0.2    23.6   88.4   7.84    12.5
2019/11/28 23:31:14 12.28  46263  35025 28.5507 30.07  29.97   2.265  7.84   -66.5   0.1   0.0    20.3   88.2   7.83    12.4
2019/11/28 23:37:14 12.28  45956  34792 28.7422 29.87  29.75   2.254  7.83   -66.1   1.2   0.3    23.9   88.5   7.87    12.5
2019/11/28 23:43:14 12.27  45663  34564 28.9315 29.68  29.54   2.242  7.83   -66.2   0.6   0.1    24.9   88.9   7.91    12.5
2019/11/28 23:49:14 12.31  45503  34477 29.0052 29.58  29.42   2.226  7.83   -66.4   0.9   0.2    21.5   89.4   7.96    12.4
2019/11/28 23:55:14 12.42  45357  34460 29.0192 29.48  29.32   2.208  7.83   -66.4   1.0   0.2    24.4   90.2   8.01    12.4
2019/11/29 00:01:14 12.43  45166  34320 29.1373 29.36  29.19   2.192  7.83   -66.2  -0.1   0.0    14.5   89.9   7.99    12.4
2019/11/29 00:07:14 12.43  45011  34205 29.2354 29.26  29.08   2.177  7.83   -66.2   1.2   0.3    15.0   90.0   8.00    12.5
2019/11/29 00:13:14 12.40  45205  34326 29.1323 29.38  29.21   2.162  7.83   -66.0   0.2   0.0    14.0   89.7   7.98    12.4
2019/11/29 00:19:14 12.36  45356  34410 29.0612 29.48  29.32   2.146  7.82   -65.9   0.1   0.0    15.7   89.3   7.94    12.4
2019/11/29 00:25:14 12.31  45421  34413 29.0587 29.52  29.36   2.131  7.82   -65.7  -0.2  -0.1    15.0   89.0   7.92    12.4
2019/11/29 00:31:14 12.28  45395  34364 29.1000 29.51  29.34   2.113  7.82   -65.6  -0.2   0.0    14.2   88.8   7.91    12.5
2019/11/29 00:37:14 12.29  45295  34297 29.1572 29.44  29.27   2.094  7.82   -65.6  -0.4  -0.1    15.1   88.8   7.91    12.4
2019/11/29 00:43:14 12.33  45110  34194 29.2446 29.32  29.14   2.071  7.82   -65.6   0.3   0.1    16.7   88.8   7.91    12.3
2019/11/29 00:49:14 12.33  45054  34149 29.2831 29.29  29.10   2.052  7.82   -65.4   0.2   0.0    16.2   88.7   7.91    12.4
2019/11/29 00:55:14 12.30  44959  34058 29.3620 29.22  29.03   2.030  7.82   -65.4   0.6   0.1    15.5   88.8   7.92    12.4
2019/11/29 01:01:14 12.30  44879  33990 29.4202 29.17  28.98   2.010  7.81   -65.2  -0.1   0.0    15.9   88.8   7.93    12.4
2019/11/29 01:07:14 12.30  44728  33880 29.5160 29.07  28.87   1.987  7.81   -65.2   0.0   0.0    15.8   89.0   7.95    12.4
2019/11/29 01:13:14 12.29  44596  33773 29.6091 28.99  28.77   1.963  7.81   -65.2   1.2   0.3    17.0   89.0   7.96    12.4
2019/11/29 01:19:14 12.29  44499  33694 29.6786 28.92  28.70   1.937  7.81   -65.2   0.5   0.1    16.9   89.1   7.97    12.5
2019/11/29 01:25:14 12.28  44384  33604 29.7579 28.85  28.62   1.913  7.81   -65.2  -0.3  -0.1    17.0   89.1   7.98    12.4
2019/11/29 01:31:14 12.27  44303  33531 29.8229 28.80  28.56   1.889  7.81   -65.1   0.6   0.1    17.8   89.3   8.00    12.5
2019/11/29 01:37:14 12.27  44241  33482 29.8664 28.76  28.52   1.866  7.81   -65.1  -0.3  -0.1    19.2   89.2   7.99    12.4
2019/11/29 01:43:14 12.26  44160  33411 29.9301 28.70  28.46   1.843  7.81   -65.1   0.3   0.1    19.5   89.3   8.00    12.4
2019/11/29 01:49:14 12.25  44179  33418 29.9240 28.72  28.47   1.817  7.81   -65.1   1.1   0.2    24.5   89.4   8.01    12.4
2019/11/29 01:55:14 12.27  44457  33645 29.7225 28.90  28.67   1.791  7.81   -65.1   1.1   0.2    31.7   88.8   7.95    12.4
2019/11/29 02:01:14 12.28  44684  33828 29.5612 29.04  28.84   1.764  7.81   -65.1   1.3   0.3    36.7   88.3   7.90    12.4
2019/11/29 02:07:14 12.29  44883  33986 29.4236 29.17  28.98   1.738  7.81   -65.1   0.7   0.2    30.8   87.8   7.84    12.5
2019/11/29 02:13:14 12.29  44963  34050 29.3687 29.23  29.04   1.711  7.81   -65.1   0.4   0.1    35.6   87.9   7.84    12.5
2019/11/29 02:19:14 12.22  44653  33755 29.6253 29.02  28.81   1.689  7.81   -65.0   0.0   0.0    30.7   88.3   7.90    12.4
2019/11/29 02:25:14 12.23  44660  33765 29.6168 29.03  28.82   1.665  7.81   -64.9   0.3   0.1    33.3   88.1   7.88    12.4
2019/11/29 02:31:14 12.13  44208  33345 29.9897 28.74  28.49   1.645  7.81   -64.9   0.3   0.1    31.6   88.4   7.94    12.4
2019/11/29 02:37:14 12.12  44117  33267 30.0602 28.68  28.42   1.622  7.81   -64.9   1.3   0.3    27.6   88.3   7.94    12.5
2019/11/29 02:43:14 12.08  43781  32980 30.3210 28.46  28.18   1.601  7.81   -64.8   1.3   0.3    23.4   88.8   8.00    12.4
2019/11/29 02:49:14 12.08  43707  32922 30.3749 28.41  28.13   1.580  7.80   -64.6   0.8   0.2    24.1   88.7   8.00    12.4
2019/11/29 02:55:14 12.04  43467  32704 30.5772 28.25  27.96   1.560  7.80   -64.5   0.3   0.1    21.3   89.0   8.04    12.5
2019/11/29 03:01:14 12.02  43326  32581 30.6927 28.16  27.86   1.540  7.80   -64.5   0.6   0.1    19.8   89.2   8.06    12.5
2019/11/29 03:07:14 11.98  43321  32544 30.7277 28.16  27.85   1.522  7.80   -64.4   0.6   0.1    18.4   89.0   8.05    12.3
2019/11/29 03:13:14 11.97  43272  32500 30.7692 28.13  27.82   1.504  7.80   -64.1   1.0   0.2    20.3   88.8   8.04    12.4
2019/11/29 03:19:14 11.98  43250  32498 30.7711 28.11  27.80   1.487  7.80   -64.4   0.6   0.1    20.6   88.9   8.05    12.3
2019/11/29 03:25:14 12.00  43330  32574 30.6991 28.16  27.86   1.470  7.80   -64.5   0.7   0.2    19.8   88.9   8.04    12.5
2019/11/29 03:31:14 12.00  43310  32559 30.7139 28.15  27.85   1.454  7.80   -64.3   0.7   0.2    19.4   88.8   8.03    12.4
2019/11/29 03:37:14 11.97  43226  32470 30.7979 28.10  27.78   1.441  7.80   -64.4   0.7   0.2    19.2   88.7   8.03    12.4
2019/11/29 03:43:14 11.94  43097  32348 30.9141 28.01  27.69   1.429  7.80   -64.4  -0.4  -0.1    16.6   89.0   8.07    12.4
2019/11/29 03:49:14 12.10  42770  32231 31.0256 27.80  27.47   1.414  7.80   -64.5   0.4   0.1    22.0   89.1   8.06    12.4
2019/11/29 03:55:14 12.19  42561  32146 31.1085 27.66  27.32   1.401  7.80   -64.5   0.2   0.0    25.9   88.9   8.04    12.5
2019/11/29 04:01:14 12.23  42373  32035 31.2157 27.54  27.19   1.393  7.80   -64.6   0.0   0.0    31.0   89.0   8.04    12.5
2019/11/29 04:07:14 12.24  42199  31912 31.3361 27.43  27.06   1.387  7.80   -64.4   1.3   0.3    30.7   88.9   8.04    12.5
2019/11/29 04:13:14 12.26  42014  31791 31.4554 27.31  26.93   1.382  7.80   -64.5  -0.3  -0.1    29.1   89.0   8.05    12.4
2019/11/29 04:19:14 12.27  41820  31649 31.5962 27.18  26.80   1.379  7.80   -64.5   0.3   0.1    27.4   89.1   8.07    12.5
2019/11/29 04:25:14 12.27  41715  31570 31.6753 27.11  26.72   1.377  7.80   -64.6   0.5   0.1    26.7   89.1   8.08    12.4
2019/11/29 04:31:14 12.27  41565  31457 31.7894 27.02  26.62   1.375  7.80   -64.3  -0.4  -0.1    24.5   89.0   8.07    12.5
2019/11/29 04:37:14 12.27  41404  31339 31.9093 26.91  26.50   1.374  7.80   -64.5  -0.4  -0.1    22.2   89.1   8.08    12.5
2019/11/29 04:43:14 12.26  41366  31303 31.9456 26.89  26.48   1.374  7.80   -64.6  -0.2   0.0    22.5   89.0   8.08    12.4
2019/11/29 04:49:14 12.27  41236  31212 32.0390 26.80  26.38   1.375  7.80   -64.2   0.2   0.0    21.5   89.0   8.08    12.5
2019/11/29 04:55:14 12.27  41205  31189 32.0626 26.78  26.36   1.377  7.80   -64.5  -0.3  -0.1    18.8   88.8   8.07    12.4
2019/11/29 05:01:14 12.28  41196  31185 32.0666 26.78  26.36   1.379  7.80   -64.5  -0.1   0.0    18.4   88.8   8.06    12.3
2019/11/29 05:07:13 12.29  41175  31182 32.0702 26.76  26.34   1.382  7.79   -64.2  -0.4  -0.1    17.2   88.1   8.00    12.3
2019/11/29 05:13:14 12.28  41123  31135 32.1184 26.73  26.30   1.386  7.79   -64.1  -0.2  -0.1    15.5   88.7   8.05    12.5
2019/11/29 05:19:14 12.28  41089  31105 32.1487 26.71  26.28   1.390  7.79   -64.1  -0.9  -0.2    15.2   88.3   8.02    12.5
2019/11/29 05:25:14 12.28  41093  31106 32.1477 26.71  26.28   1.396  7.79   -64.0  -0.4  -0.1    14.6   87.8   7.97    12.4
2019/11/29 05:31:14 12.27  41101  31110 32.1436 26.72  26.29   1.404  7.79   -64.1   0.1   0.0    15.2   88.4   8.03    12.5
2019/11/29 05:37:14 12.27  41112  31117 32.1371 26.72  26.30   1.412  7.79   -64.0  -0.3  -0.1    13.7   87.7   7.96    12.4
2019/11/29 05:43:14 12.28  41133  31136 32.1169 26.74  26.31   1.420  7.79   -64.0   0.8   0.2    14.8   87.5   7.94    12.4
2019/11/29 05:49:14 12.28  41136  31145 32.1079 26.74  26.31   1.429  7.80   -64.3  -0.4  -0.1    17.5   88.6   8.04    12.4
2019/11/29 05:55:14 12.30  41184  31192 32.0596 26.77  26.35   1.437  7.80   -64.3  -0.5  -0.1    16.2   88.5   8.03    12.5
2019/11/29 06:01:14 12.31  41183  31203 32.0486 26.77  26.35   1.445  7.80   -64.2  -0.3  -0.1    15.6   88.3   8.01    12.4
2019/11/29 06:07:14 12.29  41144  31156 32.0963 26.74  26.32   1.454  7.80   -64.3   0.2   0.0    17.0   88.8   8.06    12.5
2019/11/29 06:13:14 12.26  40916  30957 32.3028 26.60  26.16   1.464  7.80   -64.3  -0.2   0.0    14.4   89.2   8.12    12.5
2019/11/29 06:19:14 12.26  40950  30983 32.2759 26.62  26.18   1.474  7.80   -64.3   0.2   0.0    14.1   89.3   8.12    12.4
2019/11/29 06:25:14 12.25  40995  31016 32.2418 26.65  26.21   1.482  7.80   -64.2   0.1   0.0    14.0   88.3   8.03    12.4
2019/11/29 06:31:14 12.24  40996  31008 32.2499 26.65  26.21   1.492  7.80   -64.2  -0.3  -0.1    12.0   88.6   8.06    12.5
2019/11/29 06:37:14 12.24  41006  31014 32.2438 26.65  26.22   1.500  7.80   -64.3   0.0   0.0    12.8   89.1   8.10    12.3
2019/11/29 06:43:14 12.24  41023  31026 32.2312 26.67  26.23   1.509  7.78   -63.5  -0.6  -0.1    10.4   88.1   8.01    12.4
2019/11/29 06:49:14 12.23  41080  31063 32.1921 26.70  26.27   1.518  7.79   -64.1  -0.5  -0.1    11.7   88.4   8.04    12.5
2019/11/29 06:55:14 12.24  41151  31119 32.1351 26.75  26.32   1.527  7.79   -63.9  -0.5  -0.1    11.2   87.4   7.94    12.5
2019/11/29 07:01:14 12.23  41222  31167 32.0852 26.79  26.37   1.536  7.79   -63.8  -0.8  -0.2    10.1   87.2   7.93    12.4
2019/11/29 07:07:14 12.24  41306  31241 32.0090 26.85  26.43   1.545  7.79   -63.7   0.2   0.0     9.5   87.1   7.91    12.5
2019/11/29 07:13:14 12.28  42745  32356 30.9057 27.78  27.45   1.550  7.80   -64.5  -1.1  -0.3    17.8   86.6   7.81    12.3
2019/11/29 07:19:14 12.37  44396  33686 29.6863 28.86  28.63   1.555  7.81   -64.9   0.8   0.2    20.2   85.9   7.67    12.4
2019/11/29 07:25:14 12.36  44864  34033 29.3831 29.16  28.97   1.564  7.81   -65.0   0.6   0.1    16.4   86.1   7.67    12.4
2019/11/29 07:31:14 12.29  43142  32669 30.6101 28.04  27.74   1.577  7.80   -64.6   0.7   0.2    15.3   86.9   7.82    12.4
2019/11/29 07:37:14 12.32  43099  32657 30.6211 28.01  27.71   1.587  7.80   -64.4  -0.1   0.0    14.5   87.1   7.83    12.4
2019/11/29 07:43:13 12.34  43688  33120 30.1931 28.40  28.13   1.596  7.80   -64.6  -0.2  -0.1    15.9   86.4   7.74    12.4
2019/11/29 07:49:13 12.36  44348  33642 29.7251 28.83  28.60   1.604  7.81   -64.8   0.5   0.1    16.4   85.2   7.61    12.4
2019/11/29 07:55:14 12.36  44852  34022 29.3923 29.15  28.96   1.613  7.81   -65.1  -0.5  -0.1    12.9   86.4   7.70    12.5
2019/11/29 08:01:14 12.35  45117  34216 29.2262 29.33  29.15   1.621  7.81   -65.2  -0.1   0.0    10.8   86.4   7.69    12.4
2019/11/29 08:07:14 12.34  45211  34281 29.1705 29.39  29.22   1.629  7.81   -65.3  -0.2   0.0    12.1   86.3   7.68    12.4
2019/11/29 08:13:14 12.34  45435  34449 29.0282 29.53  29.38   1.636  7.82   -65.6   0.8   0.2    11.8   86.8   7.72    12.5
2019/11/29 08:19:14 12.34  45413  34434 29.0414 29.52  29.36   1.644  7.82   -65.4   0.1   0.0    10.0   85.7   7.63    12.4
2019/11/29 08:25:14 12.34  45735  34673 28.8410 29.73  29.59   1.652  7.82   -65.6  -0.3  -0.1     9.2   86.2   7.66    12.4
2019/11/29 08:31:14 12.34  45653  34615 28.8890 29.67  29.53   1.660  7.82   -65.6  -0.5  -0.1    15.7   86.2   7.66    12.4
2019/11/29 08:37:14 12.34  45123  34211 29.2304 29.33  29.15   1.669  7.82   -65.5  -0.4  -0.1    10.1   86.5   7.70    12.3
2019/11/29 08:43:14 12.34  45066  34168 29.2672 29.29  29.11   1.677  7.81   -65.2   0.0   0.0     7.4   85.7   7.63    12.4
2019/11/29 08:49:14 12.33  45860  34764 28.7657 29.81  29.68   1.685  7.82   -65.6   0.4   0.1    14.5   86.2   7.66    12.4
2019/11/29 08:55:14 12.33  46038  34896 28.6570 29.92  29.81   1.694  7.82   -65.6  -0.6  -0.1     9.1   86.0   7.63    12.5
2019/11/29 09:01:14 12.33  46280  35079 28.5070 30.08  29.98   1.703  7.82   -65.7   0.7   0.2     8.6   86.1   7.63    12.5
2019/11/29 09:07:14 12.33  46368  35148 28.4508 30.14  30.04   1.711  7.82   -65.6  -1.6  -0.4     7.8   85.2   7.55    12.3
2019/11/29 09:13:15 12.33  46462  35219 28.3940 30.20  30.11   1.720  7.82   -65.6   0.5   0.1     7.2   84.8   7.51    12.5
2019/11/29 09:19:14 12.33  46506  35256 28.3641 30.23  30.14   1.729  7.82   -65.9   0.3   0.1     8.4   85.1   7.53    12.4
2019/11/29 09:25:14 12.32  45808  34718 28.8037 29.78  29.64   1.739  7.82   -65.8  -0.1   0.0     9.0   87.2   7.74    12.4
2019/11/29 09:31:14 12.32  45852  34751 28.7762 29.80  29.67   1.748  7.82   -65.5   0.4   0.1     9.2   85.3   7.57    12.5
2019/11/29 09:37:14 12.34  46125  34970 28.5962 29.98  29.87   1.755  7.82   -65.6  -0.2   0.0     7.0   85.0   7.54    12.5
2019/11/29 09:43:14 12.35  46369  35167 28.4358 30.14  30.05   1.763  7.82   -65.9  -0.6  -0.1     8.7   86.0   7.62    12.5
2019/11/29 09:49:14 12.38  46798  35517 28.1558 30.42  30.36   1.771  7.83   -66.0  -1.5  -0.3     8.3   86.6   7.65    12.5
2019/11/29 09:55:14 12.38  46841  35549 28.1303 30.45  30.39   1.779  7.83   -66.2  -0.2   0.0     8.1   86.3   7.62    12.4
2019/11/29 10:01:14 12.37  47153  35780 27.9484 30.65  30.61   1.788  7.82   -65.9   0.9   0.2    13.3   86.4   7.62    12.4
