Gran Titration Data Report - Nielsen Lab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Summary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Sample ID,,,,,,,,,,,Name,,,,,Result,,,,,,,,,State,,,,
,169,,,,1.1200,,,,,,,262.2,,,0.0200,,,21.5,,,,,,,0.3,,,,,,,
,172,,,,1.1400,,,,,,,262.5,,,0.0200,,,21.5,,,,,,,0.3,,,,,,,
,175,,,,1.1600,,,,,,,262.8,,,0.0200,,,21.5,,,,,,,0.3,,,,,,,
,178,,,,1.1800,,,,,,,263.1,,,0.0200,,,21.5,,,,,,,0.3,,,,,,,
,181,,,,1.2000,,,,,,,263.4,,,0.0200,,,21.5,,,,,,,0.3,,,,,,,
,184,,,,1.2200,,,,,,,263.7,,,0.0200,,,21.5,,,,,,,0.3,,,,,,,
,187,,,,1.2400,,,,,,,264.0,,,0.0200,,,21.5,,,,,,,0.3,,,,,,,
,190,,,,1.2600,,,,,,,264.3,,,0.0200,,,21.5,,,,,,,0.3,,,,,,,
,193,,,,1.2800,,,,,,,264.6,,,0.0200,,,21.5,,,,,,,0.3,,,,,,,
,196,,,,1.3000,,,,,,,264.8,,,0.0200,,,21.5,,,,,,,0.2,,,,,,,
,199,,,,1.3200,,,,,,,265.1,,,0.0200,,,21.5,,,,,,,0.3,,,,,,,
,202,,,,1.3400,,,,,,,265.4,,,0.0200,,,21.5,,,,,,,0.3,,,,,,,
,205,,,,1.3600,,,,,,,265.7,,,0.0200,,,21.5,,,,,,,0.3,,,,,,,
,208,,,,1.3800,,,,,,,265.9,,,0.0200,,,21.5,,,,,,,0.2,,,,,,,
,211,,,,1.4000,,,,,,,266.2,,,0.0200,,,21.5,,,,,,,0.3,,,,,,,
,214,,,,1.4200,,,,,,,266.4,,,0.0200,,,21.5,,,,,,,0.2,,,,,,,
,217,,,,1.4400,,,,,,,266.7,,,0.0200,,,21.5,,,,,,,0.3,,,,,,,
,220,,,,1.4600,,,,,,,266.9,,,0.0200,,,21.5,,,,,,,0.2,,,,,,,
,224,,,,1.4800,,,,,,,267.2,,,0.0200,,,21.5,,,,,,,0.3,,,,,,,
,226,,,,1.5000,,,,,,,267.5,,,0.0200,,,21.5,,,,,,,0.3,,,,,,,
,230,,,,1.5200,,,,,,,267.8,,,0.0200,,,21.5,,,,,,,0.3,,,,,,,
,232,,,,1.5400,,,,,,,268.0,,,0.0200,,,21.5,,,,,,,0.2,,,,,,,
,236,,,,1.5600,,,,,,,268.2,,,0.0200,,,21.5,,,,,,,0.2,,,,,,,
,238,,,,1.5800,,,,,,,268.4,,,0.0200,,,21.5,,,,,,,0.2,,,,,,,
,242,,,,1.6000,,,,,,,268.7,,,0.0200,,,21.5,,,,,,,0.3,,,,,,,
,245,,,,1.6200,,,,,,,268.9,,,0.0200,,,21.5,,,,,,,0.2,,,,,,,
,248,,,,1.6400,,,,,,,269.1,,,0.0200,,,21.5,,,,,,,0.2,,,,,,,
,251,,,,1.6600,,,,,,,269.3,,,0.0200,,,21.5,,,,,,,0.2,,,,,,,
,254,,,,1.6800,,,,,,,269.6,,,0.0200,,,21.5,,,,,,,0.3,,,,,,,
,257,,,,1.7000,,,,,,,269.8,,,0.0200,,,21.5,,,,,,,0.2,,,,,,,
,260,,,,1.7200,,,,,,,270.0,,,0.0200,,,21.5,,,,,,,0.2,,,,,,,
,263,,,,1.7400,,,,,,,270.2,,,0.0200,,,21.5,,,,,,,0.2,,,,,,,
,266,,,,1.7600,,,,,,,270.5,,,0.0200,,,21.5,,,,,,,0.3,,,,,,,
,269,,,,1.7800,,,,,,,270.7,,,0.0200,,,21.5,,,,,,,0.2,,,,,,,
,272,,,,1.8000,,,,,,,270.8,,,0.0200,,,21.5,,,,,,,0.1,,,,,,,
,275,,,,1.8200,,,,,,,271.1,,,0.0200,,,21.5,,,,,,,0.3,,,,,,,
,278,,,,1.8400,,,,,,,271.3,,,0.0200,,,21.5,,,,,,,0.2,,,,,,,
,281,,,,1.8600,,,,,,,271.5,,,0.0200,,,21.5,,,,,,,0.2,,,,,,,
,284,,,,1.8800,,,,,,,271.7,,,0.0200,,,21.5,,,,,,,0.2,,,,,,,
,287,,,,1.9000,,,,,,,271.9,,,0.0200,,,21.5,,,,,,,0.2,,,,,,,
,290,,,,1.9200,,,,,,,272.1,,,0.0200,,,21.5,,,,,,,0.2,,,,,,,
,293,,,,1.9400,,,,,,,272.4,,,0.0200,,,21.5,,,,,,,0.3,,,,,,,
,296,,,,1.9600,,,,,,,272.5,,,0.0200,,,21.5,,,,,,,0.1,,,,,,,
,299,,,,1.9800,,,,,,,272.8,,,0.0200,,,21.5,,,,,,,0.3,,,,,,,
,302,,,,2.0000,,,,,,,272.9,,,0.0200,,,21.5,,,,,,,0.1,,,,,,,
,305,,,,2.0200,,,,,,,273.1,,,0.0200,,,21.5,,,,,,,0.2,,,,,,,
,308,,,,2.0400,,,,,,,273.3,,,0.0200,,,21.5,,,,,,,0.2,,,,,,,
,311,,,,2.0600,,,,,,,273.5,,,0.0200,,,21.5,,,,,,,0.2,,,,,,,
,314,,,,2.0800,,,,,,,273.7,,,0.0200,,,21.5,,,,,,,0.2,,,,,,,
,317,,,,2.1000,,,,,,,273.9,,,0.0200,,,21.5,,,,,,,0.2,,,,,,,
,320,,,,2.1200,,,,,,,274.1,,,0.0200,,,21.5,,,,,,,0.2,,,,,,,
,323,,,,2.1400,,,,,,,274.2,,,0.0200,,,21.5,,,,,,,0.1,,,,,,,
,326,,,,2.1600,,,,,,,274.4,,,0.0200,,,21.5,,,,,,,0.2,,,,,,,
,329,,,,2.1800,,,,,,,274.5,,,0.0200,,,21.5,,,,,,,0.1,,,,,,,
,332,,,,2.2000,,,,,,,274.8,,,0.0200,,,21.5,,,,,,,0.3,,,,,,,
,335,,,,2.2200,,,,,,,275.0,,,0.0200,,,21.5,,,,,,,0.2,,,,,,,
,338,,,,2.2400,,,,,,,275.2,,,0.0200,,,21.5,,,,,,,0.2,,,,,,,
,341,,,,2.2600,,,,,,,275.3,,,0.0200,,,21.5,,,,,,,0.1,,,,,,,
,344,,,,2.2800,,,,,,,275.5,,,0.0200,,,21.5,,,,,,,0.2,,,,,,,
,347,,,,2.3000,,,,,,,275.7,,,0.0200,,,21.5,,,,,,,0.2,,,,,,,
,350,,,,2.3200,,,,,,,275.8,,,0.0200,,,21.5,,,,,,,0.1,,,,,,,
,353,,,,2.3400,,,,,,,276.0,,,0.0200,,,21.5,,,,,,,0.2,,,,,,,
,356,,,,2.3600,,,,,,,276.2,,,0.0200,,,21.5,,,,,,,0.2,,,,,,,
,359,,,,2.3800,,,,,,,276.3,,,0.0200,,,21.5,,,,,,,0.1,,,,,,,
,362,,,,2.4000,,,,,,,276.5,,,0.0200,,,21.6,,,,,,,0.2,,,,,,,
,365,,,,2.4200,,,,,,,276.7,,,0.0200,,,21.6,,,,,,,0.2,,,,,,,
,368,,,,2.4400,,,,,,,276.8,,,0.0200,,,21.6,,,,,,,0.1,,,,,,,
,371,,,,2.4600,,,,,,,277.0,,,0.0200,,,21.6,,,,,,,0.2,,,,,,,
,374,,,,2.4800,,,,,,,277.2,,,0.0200,,,21.6,,,,,,,0.2,,,,,,,
,377,,,,2.5000,,,,,,,277.4,,,0.0200,,,21.6,,,,,,,0.2,,,,,,,
,380,,,,2.5200,,,,,,,277.5,,,0.0200,,,21.6,,,,,,,0.1,,,,,,,
,383,,,,2.5400,,,,,,,277.6,,,0.0200,,,21.6,,,,,,,0.1,,,,,,,
,386,,,,2.5600,,,,,,,277.9,,,0.0200,,,21.6,,,,,,,0.3,,,,,,,
,389,,,,2.5800,,,,,,,278.0,,,0.0200,,,21.6,,,,,,,0.1,,,,,,,
,392,,,,2.6000,,,,,,,278.1,,,0.0200,,,21.6,,,,,,,0.1,,,,,,,
,396,,,,2.6200,,,,,,,278.3,,,0.0200,,,21.6,,,,,,,0.2,,,,,,,
,398,,,,2.6400,,,,,,,278.5,,,0.0200,,,21.6,,,,,,,0.2,,,,,,,
,402,,,,2.6600,,,,,,,278.6,,,0.0200,,,21.6,,,,,,,0.1,,,,,,,
,405,,,,2.6800,,,,,,,278.7,,,0.0200,,,21.6,,,,,,,0.1,,,,,,,
,408,,,,2.7000,,,,,,,278.9,,,0.0200,,,21.6,,,,,,,0.2,,,,,,,
,411,,,,2.7200,,,,,,,279.0,,,0.0200,,,21.6,,,,,,,0.1,,,,,,,
,414,,,,2.7400,,,,,,,279.2,,,0.0200,,,21.6,,,,,,,0.2,,,,,,,
,417,,,,2.7600,,,,,,,279.3,,,0.0200,,,21.6,,,,,,,0.1,,,,,,,
,420,,,,2.7800,,,,,,,279.5,,,0.0200,,,21.6,,,,,,,0.2,,,,,,,
,423,,,,2.8000,,,,,,,279.6,,,0.0200,,,21.6,,,,,,,0.1,,,,,,,
,426,,,,2.8200,,,,,,,279.8,,,0.0200,,,21.6,,,,,,,0.2,,,,,,,
,429,,,,2.8400,,,,,,,279.9,,,0.0200,,,21.6,,,,,,,0.1,,,,,,,
,432,,,,2.8600,,,,,,,280.1,,,0.0200,,,21.6,,,,,,,0.2,,,,,,,
,435,,,,2.8800,,,,,,,280.2,,,0.0200,,,21.6,,,,,,,0.1,,,,,,,
,438,,,,2.9000,,,,,,,280.4,,,0.0200,,,21.6,,,,,,,0.2,,,,,,,
,441,,,,2.9200,,,,,,,280.5,,,0.0200,,,21.6,,,,,,,0.1,,,,,,,
,444,,,,2.9400,,,,,,,280.7,,,0.0200,,,21.6,,,,,,,0.2,,,,,,,
,447,,,,2.9600,,,,,,,280.8,,,0.0200,,,21.6,,,,,,,0.1,,,,,,,
,450,,,,2.9800,,,,,,,280.9,,,0.0200,,,21.6,,,,,,,0.1,,,,,,,
,453,,,,3.0000,,,,,,,281.0,,,0.0200,,,21.6,,,,,,,0.1,,,,,,,
,456,,,,3.0200,,,,,,,281.2,,,0.0200,,,21.6,,,,,,,0.2,,,,,,,
,459,,,,3.0400,,,,,,,281.3,,,0.0200,,,21.6,,,,,,,0.1,,,,,,,
,462,,,,3.0600,,,,,,,281.5,,,0.0200,,,21.6,,,,,,,0.2,,,,,,,
,465,,,,3.0800,,,,,,,281.6,,,0.0200,,,21.6,,,,,,,0.1,,,,,,,
,468,,,,3.1000,,,,,,,281.7,,,0.0200,,,21.6,,,,,,,0.1,,,,,,,
,471,,,,3.1200,,,,,,,281.8,,,0.0200,,,21.6,,,,,,,0.1,,,,,,,
,474,,,,3.1400,,,,,,,282.0,,,0.0200,,,21.6,,,,,,,0.2,,,,,,,
,477,,,,3.1600,,,,,,,282.1,,,0.0200,,,21.6,,,,,,,0.1,,,,,,,
,480,,,,3.1800,,,,,,,282.2,,,0.0200,,,21.6,,,,,,,0.1,,,,,,,
,483,,,,3.2000,,,,,,,282.3,,,0.0200,,,21.6,,,,,,,0.1,,,,,,,
,486,,,,3.2200,,,,,,,282.4,,,0.0200,,,21.6,,,,,,,0.1,,,,,,,
,489,,,,3.2400,,,,,,,282.6,,,0.0200,,,21.6,,,,,,,0.2,,,,,,,
,492,,,,3.2600,,,,,,,282.7,,,0.0200,,,21.6,,,,,,,0.1,,,,,,,
,495,,,,3.2800,,,,,,,282.9,,,0.0200,,,21.6,,,,,,,0.2,,,,,,,
,498,,,,3.3000,,,,,,,283.0,,,0.0200,,,21.6,,,,,,,0.1,,,,,,,
,501,,,,3.3200,,,,,,,283.2,,,0.0200,,,21.6,,,,,,,0.2,,,,,,,
,504,,,,3.3400,,,,,,,283.3,,,0.0200,,,21.6,,,,,,,0.1,,,,,,,
,507,,,,3.3600,,,,,,,283.4,,,0.0200,,,21.6,,,,,,,0.1,,,,,,,
,510,,,,3.3800,,,,,,,283.5,,,0.0200,,,21.6,,,,,,,0.1,,,,,,,
,513,,,,3.4000,,,,,,,283.6,,,0.0200,,,21.6,,,,,,,0.1,,,,,,,
,516,,,,3.4200,,,,,,,283.7,,,0.0200,,,21.6,,,,,,,0.1,,,,,,,
,519,,,,3.4400,,,,,,,283.8,,,0.0200,,,21.6,,,,,,,0.1,,,,,,,
,522,,,,3.4600,,,,,,,283.9,,,0.0200,,,21.6,,,,,,,0.1,,,,,,,
,525,,,,3.4800,,,,,,,284.1,,,0.0200,,,21.6,,,,,,,0.2,,,,,,,
,528,,,,3.5000,,,,,,,284.2,,,0.0200,,,21.6,,,,,,,0.1,,,,,,,
,531,,,,3.5200,,,,,,,284.3,,,0.0200,,,21.6,,,,,,,0.1,,,,,,,
,534,,,,3.5400,,,,,,,284.5,,,0.0200,,,21.6,,,,,,,0.2,,,,,,,
,537,,,,3.5600,,,,,,,284.6,,,0.0200,,,21.6,,,,,,,0.1,,,,,,,
,540,,,,3.5800,,,,,,,284.7,,,0.0200,,,21.6,,,,,,,0.1,,,,,,,
,543,,,,3.6000,,,,,,,284.8,,,0.0200,,,21.6,,,,,,,0.1,,,,,,,
,546,,,,3.6200,,,,,,,284.9,,,0.0200,,,21.6,,,,,,,0.1,,,,,,,
,550,,,,3.6400,,,,,,,285.0,,,0.0200,,,21.6,,,,,,,0.1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Measure (normal) [1],,,,,,,,,,,"Scope 1/1, Sample 13/15",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Measured Values,,,,,,,"Scope 1/1, Sample 13/15",,,,,,,,,,,,,,,,,,,,,,,,,
,Time,,,,,,,,Meas. value,,,,,,,Temp.,,,,,dE,,,,,,,,,,,
,[s],,,,,,,,[mV],,,,,,,[°C],,,,,[mV],,,,,,,,,,,
,1,,,,,,,,-47.8,,,,,,,20.9,,,,,,,,,,,,,,,,
,2,,,,,,,,-47.8,,,,,,,20.9,,,,,0.0,,,,,,,,,,,
,3,,,,,,,,-47.8,,,,,,,20.9,,,,,0.0,,,,,,,,,,,
,4,,,,,,,,-47.8,,,,,,,20.9,,,,,0.0,,,,,,,,,,,
,5,,,,,,,,-47.8,,,,,,,20.9,,,,,0.0,,,,,,,,,,,
,6,,,,,,,,-45.3,,,,,,,20.9,,,,,2.5,,,,,,,,,,,
,7,,,,,,,,-52.9,,,,,,,20.9,,,,,-7.6,,,,,,,,,,,
,8,,,,,,,,-49.5,,,,,,,20.9,,,,,3.4,,,,,,,,,,,
,9,,,,,,,,-48.3,,,,,,,20.9,,,,,1.2,,,,,,,,,,,
,10,,,,,,,,-48.1,,,,,,,20.9,,,,,0.2,,,,,,,,,,,
,11,,,,,,,,-48.0,,,,,,,20.9,,,,,0.1,,,,,,,,,,,
,12,,,,,,,,-48.0,,,,,,,20.9,,,,,0.0,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Titration (EP) [1],,,,,,,,,,,"Scope 1/1, Sample 13/15",,,,,,,,,,,,,,,,,,,,,
E - V Curve,,,,,,"Scope 1/1, Sample 13/15",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E [mV],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Measured Values,,,,,,,"Scope 1/1, Sample 13/15",,,,,,,,,,,,,,,,,,,,,,,,,
,Time,,,V,,,,,,Meas. value,,,dV,,,,Temp.,,,dE,,,,,,,EP,,,,,
,[s],,,[mL],,,,,,[mV],,,[mL],,,,[°C],,,[mV],,,,,,,,,,,,
,0,,,0.0000,,,,,,-48.0,,,,,,,20.9,,,,,,,,,,,,,,,
,1,,,0.0010,,,,,,-48.0,,,0.0010,,,,20.9,,,0.0,,,,,,,,,,,,
,2,,,0.0050,,,,,,-48.0,,,0.0040,,,,20.9,,,0.0,,,,,,,,,,,,
,3,,,0.0110,,,,,,-47.8,,,0.0060,,,,20.9,,,0.2,,,,,,,,,,,,
,4,,,0.0200,,,,,,-47.3,,,0.0090,,,,20.9,,,0.5,,,,,,,,,,,,
,5,,,0.0340,,,,,,-46.3,,,0.0140,,,,20.9,,,1.0,,,,,,,,,,,,
,6,,,0.0550,,,,,,-44.6,,,0.0210,,,,20.9,,,1.7,,,,,,,,,,,,
,7,,,0.0800,,,,,,-42.3,,,0.0250,,,,20.9,,,2.3,,,,,,,,,,,,
,8,,,0.1145,,,,,,-38.3,,,0.0345,,,,20.9,,,4.0,,,,,,,,,,,,
,9,,,0.1570,,,,,,-33.0,,,0.0425,,,,20.9,,,5.3,,,,,,,,,,,,
,10,,,0.2090,,,,,,-27.0,,,0.0520,,,,20.9,,,6.0,,,,,,,,,,,,
,11,,,0.2715,,,,,,-20.7,,,0.0625,,,,20.9,,,6.3,,,,,,,,,,,,
,12,,,0.3475,,,,,,-14.4,,,0.0760,,,,21.0,,,6.3,,,,,,,,,,,,
,13,,,0.4260,,,,,,-8.7,,,0.0785,,,,20.9,,,5.7,,,,,,,,,,,,
,14,,,0.5255,,,,,,-0.9,,,0.0995,,,,21.0,,,7.8,,,,,,,,,,,,
,15,,,0.6385,,,,,,8.8,,,0.1130,,,,21.0,,,9.7,,,,,,,,,,,,
,16,,,0.7645,,,,,,20.5,,,0.1260,,,,21.0,,,11.7,,,,,,,,,,,,
,17,,,0.9020,,,,,,38.2,,,0.1375,,,,21.0,,,17.7,,,,,,,,,,,,
,18,,,1.0525,,,,,,68.9,,,0.1505,,,,21.0,,,30.7,,,,,,,,,,,,
,19,,,1.1980,,,,,,113.1,,,0.1455,,,,21.0,,,44.2,,,,,,,,,,,,
,20,,,1.3175,,,,,,173.9,,,0.1195,,,,21.0,,,60.8,,,,,,,,,,,,
,21,,,1.3175,,,,,,206.1,,,0.0000,,,,21.0,,,32.2,,,,,,,,,,,,
,22,,,1.3175,,,,,,213.0,,,0.0000,,,,21.0,,,6.9,,,,,,,,,,,,
,23,,,1.3190,,,,,,214.2,,,0.0015,,,,21.0,,,1.2,,,,,,,,,,,,
,24,,,1.3220,,,,,,214.8,,,0.0030,,,,21.0,,,0.6,,,,,,,,,,,,
,25,,,1.3260,,,,,,215.3,,,0.0040,,,,21.0,,,0.5,,,,,,,,,,,,
,26,,,1.3325,,,,,,215.9,,,0.0065,,,,21.0,,,0.6,,,,,,,,,,,,
,27,,,1.3415,,,,,,216.6,,,0.0090,,,,21.0,,,0.7,,,,,,,,,,,,
,28,,,1.3535,,,,,,217.5,,,0.0120,,,,21.0,,,0.9,,,,,,,,,,,,
,29,,,1.3685,,,,,,218.6,,,0.0150,,,,21.0,,,1.1,,,,,,,,,,,,
,30,,,1.3860,,,,,,219.9,,,0.0175,,,,21.0,,,1.3,,,,,,,,,,,,
,31,,,1.4030,,,,,,221.2,,,0.0170,,,,21.0,,,1.3,,,,,,,,,,,,
,32,,,1.4190,,,,,,222.7,,,0.0160,,,,21.0,,,1.5,,,,,,,,,,,,
,33,,,1.4280,,,,,,223.8,,,0.0090,,,,21.0,,,1.1,,,,,,,,,,,,
,34,,,1.4350,,,,,,224.4,,,0.0070,,,,21.0,,,0.6,,,,,,,,,,,,
,35,,,1.4420,,,,,,224.9,,,0.0070,,,,21.0,,,0.5,,,,,,,,,,,,
,36,,,1.4510,,,,,,225.5,,,0.0090,,,,21.0,,,0.6,,,,,,,,,,,,
,37,,,1.4600,,,,,,226.0,,,0.0090,,,,21.0,,,0.5,,,,,,,,,,,,
,38,,,1.4705,,,,,,226.7,,,0.0105,,,,21.0,,,0.7,,,,,,,,,,,,
,39,,,1.4795,,,,,,227.5,,,0.0090,,,,21.0,,,0.8,,,,,,,,,,,,
,40,,,1.4845,,,,,,228.0,,,0.0050,,,,21.0,,,0.5,,,,,,,,,,,,
,41,,,1.4885,,,,,,228.3,,,0.0040,,,,21.0,,,0.3,,,,,,,,,,,,
,42,,,1.4935,,,,,,228.6,,,0.0050,,,,21.0,,,0.3,,,,,,,,,,,,
,43,,,1.4990,,,,,,228.9,,,0.0055,,,,21.0,,,0.3,,,,,,,,,,,,
,44,,,1.5055,,,,,,229.3,,,0.0065,,,,21.0,,,0.4,,,,,,,,,,,,
,45,,,1.5105,,,,,,229.7,,,0.0050,,,,21.0,,,0.4,,,,,,,,,,,,
,46,,,1.5130,,,,,,230.0,,,0.0025,,,,21.0,,,0.3,,,,,,,,,,,,
,47,,,1.5155,,,,,,230.2,,,0.0025,,,,21.0,,,0.2,,,,,,,,,,,,
,48,,,1.5185,,,,,,230.4,,,0.0030,,,,21.0,,,0.2,,,,,,,,,,,,
,49,,,1.5215,,,,,,230.5,,,0.0030,,,,21.0,,,0.1,,,,,,,,,,,,
,50,,,1.5245,,,,,,230.7,,,0.0030,,,,21.0,,,0.2,,,,,,,,,,,,
,51,,,1.5265,,,,,,230.9,,,0.0020,,,,21.0,,,0.2,,,,,,,,,,,,
,52,,,1.5285,,,,,,230.9,,,0.0020,,,,21.0,,,0.0,,,,,,,,,,,,
,53,,,1.5315,,,,,,231.1,,,0.0030,,,,21.0,,,0.2,,,,,,,,,,,,
,54,,,1.5330,,,,,,231.3,,,0.0015,,,,21.0,,,0.2,,,,,,,,,,,,
,55,,,1.5345,,,,,,231.4,,,0.0015,,,,21.0,,,0.1,,,,,,,,,,,,
,56,,,1.5375,,,,,,231.6,,,0.0030,,,,21.0,,,0.2,,,,,,,,,,,,
,57,,,1.5390,,,,,,231.7,,,0.0015,,,,21.0,,,0.1,,,,,,,,,,,,
,58,,,1.5420,,,,,,231.8,,,0.0030,,,,21.0,,,0.1,,,,,,,,,,,,
,59,,,1.5445,,,,,,231.9,,,0.0025,,,,21.0,,,0.1,,,,,,,,,,,,
,,,,1.545250,,,,,,232.0,,,,,,,,,,,,,,,,,EP,,,,,
,60,,,1.5460,,,,,,232.1,,,0.0015,,,,21.0,,,0.2,,,,,,,,,,,,
,61,,,1.5460,,,,,,232.1,,,0.0000,,,,21.0,,,0.0,,,,,,,,,,,,
,62,,,1.5460,,,,,,232.2,,,0.0000,,,,21.0,,,0.1,,,,,,,,,,,,
,63,,,1.5460,,,,,,232.2,,,0.0000,,,,21.0,,,0.0,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Titration (EQP) [2],,,,,,,,,,,"Scope 1/1, Sample 13/15",,,,,,,,,,,,,,,,,,,,,
E - V Curve,,,,,,"Scope 1/1, Sample 13/15",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E [mV],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Measured Values,,,,,,,"Scope 1/1, Sample 13/15",,,,,,,,,,,,,,,,,,,,,,,,,
,Time,,,,V,,,,,,,Meas. value,,,dV,,,Temp.,,,,,,,dE,,,,,,,
,[s],,,,[mL],,,,,,,[mV],,,[mL],,,[°C],,,,,,,[mV],,,,,,,
,0,,,,0.0000,,,,,,,232.7,,,,,,21.3,,,,,,,,,,,,,,
,3,,,,0.0200,,,,,,,233.7,,,0.0200,,,21.3,,,,,,,1.0,,,,,,,
,6,,,,0.0400,,,,,,,234.7,,,0.0200,,,21.3,,,,,,,1.0,,,,,,,
,9,,,,0.0600,,,,,,,235.6,,,0.0200,,,21.3,,,,,,,0.9,,,,,,,
,12,,,,0.0800,,,,,,,236.5,,,0.0200,,,21.3,,,,,,,0.9,,,,,,,
,15,,,,0.1000,,,,,,,237.5,,,0.0200,,,21.3,,,,,,,1.0,,,,,,,
,18,,,,0.1200,,,,,,,238.4,,,0.0200,,,21.3,,,,,,,0.9,,,,,,,
,21,,,,0.1400,,,,,,,239.2,,,0.0200,,,21.3,,,,,,,0.8,,,,,,,
,24,,,,0.1600,,,,,,,239.9,,,0.0200,,,21.3,,,,,,,0.7,,,,,,,
,27,,,,0.1800,,,,,,,240.7,,,0.0200,,,21.3,,,,,,,0.8,,,,,,,
,30,,,,0.2000,,,,,,,241.5,,,0.0200,,,21.3,,,,,,,0.8,,,,,,,
,33,,,,0.2200,,,,,,,242.2,,,0.0200,,,21.3,,,,,,,0.7,,,,,,,
,36,,,,0.2400,,,,,,,242.9,,,0.0200,,,21.3,,,,,,,0.7,,,,,,,
,39,,,,0.2600,,,,,,,243.6,,,0.0200,,,21.3,,,,,,,0.7,,,,,,,
,42,,,,0.2800,,,,,,,244.3,,,0.0200,,,21.3,,,,,,,0.7,,,,,,,
,45,,,,0.3000,,,,,,,244.9,,,0.0200,,,21.3,,,,,,,0.6,,,,,,,
,48,,,,0.3200,,,,,,,245.6,,,0.0200,,,21.3,,,,,,,0.7,,,,,,,
,51,,,,0.3400,,,,,,,246.2,,,0.0200,,,21.3,,,,,,,0.6,,,,,,,
,54,,,,0.3600,,,,,,,246.7,,,0.0200,,,21.3,,,,,,,0.5,,,,,,,
,57,,,,0.3800,,,,,,,247.3,,,0.0200,,,21.3,,,,,,,0.6,,,,,,,
,60,,,,0.4000,,,,,,,247.9,,,0.0200,,,21.3,,,,,,,0.6,,,,,,,
,64,,,,0.4200,,,,,,,248.5,,,0.0200,,,21.3,,,,,,,0.6,,,,,,,
,66,,,,0.4400,,,,,,,249.0,,,0.0200,,,21.3,,,,,,,0.5,,,,,,,
,70,,,,0.4600,,,,,,,249.6,,,0.0200,,,21.3,,,,,,,0.6,,,,,,,
,72,,,,0.4800,,,,,,,250.1,,,0.0200,,,21.3,,,,,,,0.5,,,,,,,
,76,,,,0.5000,,,,,,,250.7,,,0.0200,,,21.3,,,,,,,0.6,,,,,,,
,78,,,,0.5200,,,,,,,251.2,,,0.0200,,,21.3,,,,,,,0.5,,,,,,,
,82,,,,0.5400,,,,,,,251.7,,,0.0200,,,21.3,,,,,,,0.5,,,,,,,
,84,,,,0.5600,,,,,,,252.1,,,0.0200,,,21.3,,,,,,,0.4,,,,,,,
,88,,,,0.5800,,,,,,,252.6,,,0.0200,,,21.3,,,,,,,0.5,,,,,,,
,91,,,,0.6000,,,,,,,253.1,,,0.0200,,,21.3,,,,,,,0.5,,,,,,,
,94,,,,0.6200,,,,,,,253.5,,,0.0200,,,21.3,,,,,,,0.4,,,,,,,
,97,,,,0.6400,,,,,,,254.0,,,0.0200,,,21.3,,,,,,,0.5,,,,,,,
,100,,,,0.6600,,,,,,,254.4,,,0.0200,,,21.3,,,,,,,0.4,,,,,,,
,103,,,,0.6800,,,,,,,254.9,,,0.0200,,,21.3,,,,,,,0.5,,,,,,,
,106,,,,0.7000,,,,,,,255.4,,,0.0200,,,21.3,,,,,,,0.5,,,,,,,
,109,,,,0.7200,,,,,,,255.7,,,0.0200,,,21.3,,,,,,,0.3,,,,,,,
,112,,,,0.7400,,,,,,,256.1,,,0.0200,,,21.3,,,,,,,0.4,,,,,,,
,115,,,,0.7600,,,,,,,256.5,,,0.0200,,,21.3,,,,,,,0.4,,,,,,,
,118,,,,0.7800,,,,,,,256.9,,,0.0200,,,21.3,,,,,,,0.4,,,,,,,
,121,,,,0.8000,,,,,,,257.3,,,0.0200,,,21.3,,,,,,,0.4,,,,,,,
,124,,,,0.8200,,,,,,,257.7,,,0.0200,,,21.4,,,,,,,0.4,,,,,,,
,127,,,,0.8400,,,,,,,258.1,,,0.0200,,,21.4,,,,,,,0.4,,,,,,,
,130,,,,0.8600,,,,,,,258.5,,,0.0200,,,21.4,,,,,,,0.4,,,,,,,
,133,,,,0.8800,,,,,,,258.9,,,0.0200,,,21.4,,,,,,,0.4,,,,,,,
